Location,code,name,commodity,metal,ctype,current_wt,inbound_wt,outbound_wt,opening_wt,avg_cost,opening_value_est,flag
Milton,CUSTART,STARTERS,COPPER TIER 3,COPPER,NON_FERROUS,1235.0,24.0,0.0,1211.0,0.12,150.77,
Milton,STCSCOTRA,STEEL CASED COPPER TRANSFORMERS,COPPER TIER 3,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,LEAUTOB,AUTO BATTERIES,LEAD,LEAD,NON_FERROUS,14367.0,6734.0,6132.0,13765.0,0.14,1995.92,
Milton,LESTRIP,CLEAN LEAD,LEAD,LEAD,NON_FERROUS,237.0,6.0,0.0,231.0,0.28,63.59,
Milton,PBFINES,FINES - LEAD,LEAD,LEAD,NON_FERROUS,35539.0,35539.0,0.0,0.0,0.0,0.0,
Milton,Graphdst,GRAPHITE DUST,LEAD,LEAD,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,LDPPE,LEAD PIPE,LEAD,LEAD,NON_FERROUS,594.0,0.0,0.0,594.0,0.09,54.29,
Milton,LEADSOLD,LEAD SOLIDS,LEAD,LEAD,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,LIOB,LITHIUM ION BATTERIES,LEAD,LEAD,NON_FERROUS,40295.0,78369.0,38074.0,0.0,0.05,0.0,
Milton,LERANGE,RANGE LEAD,LEAD,LEAD,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,SOFLEA,SOFT LEAD,LEAD,LEAD,NON_FERROUS,335.0,101.0,0.0,234.0,0.21,49.44,
Milton,LEFECAS,STEEL CASED BATTERIES,LEAD,LEAD,NON_FERROUS,1074.0,0.0,4189.0,5263.0,0.05,263.15,
Milton,LEWHEEL,WHEEL WEIGHTS,LEAD,LEAD,NON_FERROUS,4869.0,1509.0,0.0,3360.0,0.02,67.54,
Milton,LDFNE,ZZ DO NOT USE - LEAD FINES (pb),LEAD,LEAD,NON_FERROUS,4526.0,13247.0,30842.0,22121.0,0.0,0.0,
Milton,174SOLIDS,17-4 SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,0.0,15961.0,17849.0,1888.0,,,
Milton,NI174BO,17-4 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,3760.0,89551.0,116839.0,31048.0,0.04,1285.39,
Milton,2507SSS,2507 SS SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,0.0,0.0,479.0,479.0,,,
Milton,304SSL,304 STAINLESS L,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,14.0,46.0,0.0,-32.0,0.2,0.0,NEGATIVE (reclassified or short)
Milton,304SSOS,304 STAINLESS OVERSIZED,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,9400.0,9400.0,0.0,0.0,0.2,0.0,
Milton,NISS300,304 STAINLESS SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,1302.0,109847.0,106013.0,-2532.0,0.26,0.0,NEGATIVE (reclassified or short)
Milton,NI300BO,304 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,3306.0,22120.0,18098.0,-716.0,0.29,0.0,NEGATIVE (reclassified or short)
Milton,304STNPLY,304 STAINLESS WITH POLY,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,0.0,6763.0,4823.0,-1940.0,,,NEGATIVE (reclassified or short)
Milton,316SSO,316 STAINLESS STEEL OVERSIZED,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,6900.0,0.0,0.0,6900.0,0.68,4709.25,
Milton,NISS316,316 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,0.0,4814.0,9489.0,4675.0,,,
Milton,NI316BO,316 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,1147.0,16519.0,16790.0,1418.0,0.41,586.2,
Milton,NIMIXD,STAINLESS STEEL - FE,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,0.0,22633.0,32400.0,9767.0,,,
Milton,NI138T,13-8 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,155SSS,15-5 STAINLESS SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,NI15-5,15-5 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,8603.0,0.0,0.0,8603.0,0.02,172.06,
Milton,201,201 STAINLESS CLIP,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,2327.0,2327.0,,,
Milton,201SSCOIL,201 STAINLESS COIL,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,2205 Solids,2205 SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,3172.0,3172.0,0.0,0.0,0.4,0.0,
Milton,2205 STAINLESS,2205 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,4533.0,4486.0,-47.0,,,NEGATIVE (reclassified or short)
Milton,NISS301,301 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,NISS309,309 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,NISS310,310 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,NISS400,400 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,410SSTRN,410 SS TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,483.0,699.0,682.0,466.0,0.05,23.3,
Milton,410SSS,410 STAINLESS SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,2258.0,2258.0,0.0,,,
Milton,416SSS,416 SS SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,416SST,416 SS TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,202.0,202.0,0.0,0.0,0.03,0.0,
Milton,430SSP,430 STAINLESS STEEL PIPE,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,83.0,0.0,0.0,83.0,0.25,20.75,
Milton,440SSS,440 STAINLESS SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,446SS,446 STAINLESS STEEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,465TRNS,465 TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,929.0,929.0,0.0,,,
Milton,NICARBD,CARBIDE,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,44.0,1020.0,1591.0,615.0,7.73,4752.29,
Milton,H13Solids,H-13 SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,1496.0,73972.0,1450.0,-71026.0,0.04,0.0,NEGATIVE (reclassified or short)
Milton,TSH13TRN,H-13 TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,1309.0,1066.0,-243.0,,,NEGATIVE (reclassified or short)
Milton,NIINCON,INCONEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,151.0,0.0,0.0,151.0,1.7,256.65,
Milton,INCTR,INCONEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,100.0,113.0,13.0,,,
Milton,MIXSS,MIXED STAINLESS STEEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,646.0,15275.0,16564.0,1935.0,0.05,96.75,
Milton,NIMONEL,MONEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,MNT,MONEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,831.0,771.0,-60.0,,,NEGATIVE (reclassified or short)
Milton,NI00001,NICKEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,41.0,0.0,0.0,41.0,1.0,41.0,
Milton,NITITAN,TITANIUM SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,TTSS,TITANIUM TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,625.0,0.0,0.0,625.0,0.25,158.25,
Milton,NITOOLS,TOOL STEEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,114.0,634.0,620.0,100.0,1.37,136.86,
Milton,TUNGMOTAINS,TUNGSTEN MOLY TA INSERTS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,834.0,263.0,-571.0,,,NEGATIVE (reclassified or short)
Milton,UPFECHMO,UNPREPARED FE/CHROME/MOLY,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,93792.0,37331.0,4539.0,61000.0,0.07,4532.3,
Milton,ZNOX,ZINC OXIDE,ZINC,ZINC,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ZI00001,ZINC SOLIDS,ZINC,ZINC,NON_FERROUS,440.0,31.0,0.0,409.0,0.23,94.36,
Milton,ZNTURN,ZINC TURNINGS,ZINC,ZINC,NON_FERROUS,146.0,0.0,0.0,146.0,0.15,21.9,
Milton,ACPUM,AC PUMPS,OTHER,OTHER,Other,988.0,11.0,550.0,1527.0,0.09,143.39,
Milton,BARRELS,BARRELS,OTHER,OTHER,Other,10000.0,0.0,0.0,10000.0,0.05,474.0,
Milton,BRKERTIN,BROKERED TIN,OTHER,OTHER,Other,0.0,0.0,0.0,0.0,,,
Milton,PRCATAL,CATALYTIC CONVERTOR,OTHER,OTHER,Other,579.0,0.0,71.0,650.0,8.49,5519.15,
Milton,CO6FE,CO/6 HIGH FE,OTHER,OTHER,Other,2878.0,2878.0,0.0,0.0,0.7,0.0,
Milton,MA00001,MAGNESIUM,OTHER,OTHER,Other,330.0,330.0,0.0,0.0,0.01,0.0,
Milton,MAGCST,MAGNESIUM CASTINGS,OTHER,OTHER,Other,3778.0,3778.0,0.0,0.0,0.09,0.0,
Milton,MGNSMTRNS,MAGNESIUM TURNINGS,OTHER,OTHER,Other,16287.0,2417.0,0.0,13870.0,0.02,264.92,
Milton,ELPLUG,PLUG ENDS,OTHER,OTHER,Other,41.0,0.0,0.0,41.0,0.04,1.64,
Milton,CB2,CARDBOARD,ZWASTE,ZWASTE,WA,37077.0,32057.0,1501.0,6521.0,0.0,0.0,
Milton,WASTE,WASTE,ZWASTE,ZWASTE,WA,2851.0,0.0,0.0,2851.0,0.0,0.0,
