date,FCX,SCCO,COPX,BHP,RIO,VALE,FXI,MCHI,ASHR,KWEB,DBB,PICK,XME,SLX,CPER,SPY,GLD,USO,VIX,DX_Y_NYB,TNX,CNY,CLP,AUD,PEN
2014-06-16,29.2537841796875,18.377660751342773,23.256650924682617,28.583263397216797,21.87002944946289,5.876293659210205,28.099220275878906,37.179351806640625,15.246956825256348,27.485567092895508,13.475757598876953,23.025747299194336,34.124149322509766,30.108808517456055,20.649999618530273,158.10498046875,122.41999816894531,313.3599853515625,12.649999618530273,80.47000122070312,2.5969998836517334,6.19950008392334,556.0,1.0648000240325928,2.7899999618530273
2014-06-17,29.296804428100586,18.416013717651367,23.399919509887695,28.30186653137207,22.120628356933594,5.830130577087402,28.077043533325195,37.179351806640625,15.118660926818848,27.78974723815918,13.52545166015625,22.87310218811035,34.48708724975586,30.376354217529297,20.649999618530273,158.54437255859375,122.27999877929688,311.9200134277344,12.0600004196167,80.62999725341797,2.6549999713897705,6.2170000076293945,555.0499877929688,1.0643999576568604,2.722899913787842
2014-06-18,29.933509826660156,19.0296688079834,23.734203338623047,28.79218292236328,22.46467399597168,5.9593825340271,28.29136848449707,37.36035919189453,15.091650009155273,28.086130142211914,13.62484359741211,23.37799835205078,35.153873443603516,30.878822326660156,20.649999618530273,159.7080535888672,122.66999816894531,312.0799865722656,10.609999656677246,80.58000183105469,2.61299991607666,6.216800212860107,559.0,1.0709999799728394,2.8010001182556152
2014-06-19,29.778635025024414,18.8890380859375,24.04460906982422,29.20575714111328,22.43918800354004,5.936301231384277,28.032697677612305,37.029808044433594,14.875574111938477,27.727352142333984,13.715951919555664,23.58935546875,35.55901336669922,30.846193313598633,20.719999313354492,159.8871307373047,126.94000244140625,313.0400085449219,10.619999885559082,80.31999969482422,2.621999979019165,6.221399784088135,556.5999755859375,1.0637999773025513,2.8010001182556152
2014-06-20,29.993724822998047,19.061622619628906,24.140121459960938,28.975515365600586,22.349985122680664,5.936301231384277,27.95879364013672,36.97472381591797,14.882326126098633,27.438770294189453,13.831908226013184,23.49541664123535,35.38959884643555,30.65695571899414,21.0,160.21170043945312,126.5,314.55999755859375,10.850000381469727,80.37000274658203,2.624000072479248,6.219200134277344,556.7000122070312,1.0637999773025513,2.7960000038146973
2014-06-23,31.00901222229004,19.573007583618164,24.426652908325195,29.529787063598633,22.761995315551758,6.074784755706787,27.611431121826172,36.5261116027832,14.83505630493164,27.49336814880371,13.889885902404785,23.483675003051758,35.558998107910156,30.99628448486328,21.219999313354492,160.1626739501953,126.8499984741211,313.2799987792969,10.979999542236328,80.26000213623047,2.622999906539917,6.2144999504089355,555.3499755859375,1.0652999877929688,2.7448999881744385
2014-06-24,30.682058334350586,19.03605842590332,24.092369079589844,29.009632110595703,22.218318939208984,5.954766750335693,27.52145004272461,36.39231872558594,14.902583122253418,27.641555786132812,13.881603240966797,23.50716209411621,34.87289810180664,30.735258102416992,21.190000534057617,159.19784545898438,126.9800033569336,312.7200012207031,12.130000114440918,80.33000183105469,2.5859999656677246,6.2154998779296875,552.0,1.0615999698638916,2.743499994277954
2014-06-25,30.776708602905273,18.978530883789062,23.805837631225586,28.996835708618164,22.451927185058594,6.0240092277526855,27.573938369750977,36.67058181762695,14.862069129943848,27.9569091796875,13.91473388671875,23.528505325317383,35.22865295410156,30.95060157775879,21.389999389648438,159.91732788085938,126.98999786376953,314.32000732421875,11.59000015258789,80.22000122070312,2.559000015258789,6.221099853515625,551.4000244140625,1.0676000118255615,2.802000045776367
2014-06-26,30.716474533081055,18.99131202697754,23.949100494384766,29.261178970336914,22.84693717956543,6.204035758972168,27.843896865844727,37.04640579223633,14.96335506439209,28.499530792236328,13.956146240234375,23.741966247558594,35.53360366821289,31.185523986816406,21.389999389648438,159.8028564453125,126.7300033569336,311.760009765625,11.630000114440918,80.2300033569336,2.5250000953674316,6.224400043487549,550.0,1.0631999969482422,2.803999900817871
2014-06-27,31.034820556640625,19.016883850097656,24.116239547729492,29.372034072875977,22.694032669067383,6.134794235229492,27.903894424438477,37.142372131347656,15.064640045166016,28.727590560913086,13.923015594482422,23.682676315307617,35.52511215209961,30.95712661743164,21.329999923706055,160.1135711669922,126.66000366210938,311.8399963378906,11.260000228881836,80.04000091552734,2.5320000648498535,6.214000225067139,549.0999755859375,1.0628000497817993,2.8010001182556152
2014-06-30,31.404794692993164,19.413198471069336,24.283388137817383,29.184438705444336,23.055065155029297,6.107097148895264,27.776411056518555,37.078399658203125,15.172677993774414,29.175844192504883,14.063820838928223,23.83683967590332,35.787715911865234,31.139846801757812,21.43000030517578,160.03179931640625,128.0399932861328,311.0400085449219,11.569999694824219,79.77999877929688,2.5160000324249268,6.208499908447266,550.6500244140625,1.061900019645691,2.7980000972747803
2014-07-01,31.7059326171875,19.57939910888672,24.546035766601562,29.50421142578125,23.309911727905273,6.213268280029297,27.98638343811035,37.342262268066406,15.206442832946777,29.65555763244629,13.947864532470703,24.07402801513672,35.83853530883789,31.361717224121094,21.600000381469727,161.1029510498047,127.69999694824219,310.8800048828125,11.149999618530273,79.81999969482422,2.562999963760376,6.19379997253418,552.0999755859375,1.0605000257492065,2.796999931335449
2014-07-02,32.54913330078125,20.199443817138672,25.548891067504883,29.926301956176758,23.743148803710938,6.324055194854736,28.511320114135742,37.85401153564453,15.26046085357666,29.72633171081543,14.304015159606934,24.489093780517578,36.10958480834961,31.92290496826172,22.100000381469727,161.26646423339844,127.69999694824219,307.20001220703125,10.819999694824219,79.95999908447266,2.628000020980835,6.190000057220459,551.7999877929688,1.0535000562667847,2.7950000762939453
2014-07-03,33.13421630859375,20.90898323059082,25.716033935546875,30.310029983520508,24.07019805908203,6.476385116577148,28.81877326965332,38.22984313964844,15.354994773864746,29.789243698120117,14.312297821044922,24.477231979370117,36.592403411865234,32.28181076049805,22.209999084472656,162.05958557128906,127.16000366210938,306.0,10.319999694824219,80.20999908447266,2.6480000019073486,6.2006001472473145,551.5,1.0599000453948975,2.7939999103546143
2014-07-04,,,,,,,,,,,,,,,,,,,,,,6.202000141143799,548.5,1.0694999694824219,2.7839999198913574
2014-07-07,33.271873474121094,21.24138069152832,25.716033935546875,30.16080665588379,23.836593627929688,6.416376113891602,28.758769989013672,38.33379364013672,15.26046085357666,29.35672378540039,14.345427513122559,24.465377807617188,35.85548782348633,32.02731704711914,22.059999465942383,161.4954376220703,127.0199966430664,305.3599853515625,11.329999923706055,80.22000122070312,2.617000102996826,6.1940999031066895,548.5,1.0683000087738037,2.7172999382019043
