date,lme_al_cw
2019-11-26,14.61
2019-11-27,13.42
2019-11-28,13.27
2019-11-29,12.79
2019-12-02,12.46
2019-12-03,12.25
2019-12-04,12.03
2019-12-05,11.73
2019-12-06,11.57
2019-12-09,11.3
2019-12-10,10.85
2019-12-11,10.2
2019-12-12,9.35
2019-12-13,8.12
2019-12-16,6.7
2019-12-17,8.52
2019-12-18,9.8
2019-12-19,9.77
2019-12-20,12.2
2019-12-23,19.36
2019-12-24,37.49
2019-12-25,37.49
2019-12-26,37.49
2019-12-27,37.5
2019-12-30,37.25
2019-12-31,38.14
2020-01-02,38.05
2020-01-03,38.18
2020-01-06,35.85
2020-01-07,35.61
2020-01-08,35.07
2020-01-09,42.84
2020-01-10,43.49
2020-01-13,42.92
2020-01-14,44.82
2020-01-15,48.13
2020-01-16,50.47
2020-01-17,50.08
2020-01-20,49.78
2020-01-21,49.06
2020-01-22,48.22
2020-01-23,42.19
2020-01-24,41.91
2020-01-27,41.34
2020-01-28,41.08
2020-01-29,38.2
2020-01-30,38.27
2020-01-31,36.6
2020-02-03,35.82
2020-02-04,35.08
2020-02-05,33.59
2020-02-06,32.74
2020-02-07,32.53
2020-02-10,33.11
2020-02-11,31.89
2020-02-12,32.3
2020-02-13,31.68
2020-02-14,31.69
2020-02-17,31.74
2020-02-18,30.88
2020-02-19,29.98
2020-02-20,29.28
2020-02-21,29.26
2020-02-24,29.12
2020-02-25,28.36
2020-02-26,28.25
2020-02-27,27.5
2020-02-28,26.83
2020-03-02,26.12
2020-03-03,25.39
2020-03-04,24.67
2020-03-05,23.95
2020-03-06,22.58
2020-03-09,21.78
2020-03-10,21.01
2020-03-11,20.4
2020-03-12,19.79
2020-03-13,19.18
2020-03-16,18.42
2020-03-17,17.97
2020-03-18,17.75
2020-03-19,16.8
2020-03-20,15.45
2020-03-23,16.24
2020-03-24,15.54
2020-03-25,15.36
2020-03-26,14.86
2020-03-27,14.37
2020-03-30,13.62
2020-03-31,13.22
2020-04-01,12.87
2020-04-02,12.2
2020-04-03,12.02
2020-04-06,11.67
2020-04-07,11.4
2020-04-08,11.06
2020-04-09,10.72
2020-04-10,10.72
2020-04-13,10.72
2020-04-14,10.45
2020-04-15,9.95
2020-04-16,9.8
2020-04-17,9.63
2020-04-20,8.98
2020-04-21,8.83
2020-04-22,8.73
2020-04-23,10.95
2020-04-24,10.83
2020-04-27,11.21
2020-04-28,11.16
2020-04-29,11.15
2020-04-30,11.85
2020-05-01,12.46
2020-05-04,12.58
2020-05-05,12.87
2020-05-06,13.0
2020-05-07,12.9
2020-05-08,12.9
2020-05-11,12.72
2020-05-12,14.39
2020-05-13,15.48
2020-05-14,15.03
2020-05-15,16.49
2020-05-18,16.19
2020-05-19,16.06
2020-05-20,15.37
2020-05-21,15.17
2020-05-22,15.89
2020-05-25,15.89
2020-05-26,15.39
2020-05-27,15.01
2020-05-28,14.97
2020-05-29,14.58
2020-06-01,14.24
2020-06-02,13.97
2020-06-03,13.71
2020-06-04,13.23
2020-06-05,14.17
2020-06-08,13.84
2020-06-09,13.35
2020-06-10,13.35
2020-06-11,13.05
2020-06-12,13.9
2020-06-15,13.49
2020-06-16,12.88
2020-06-17,13.05
2020-06-18,12.83
2020-06-19,12.57
2020-06-22,12.19
2020-06-23,11.79
2020-06-24,11.53
2020-06-25,11.09
2020-06-26,10.75
2020-06-29,10.63
2020-06-30,10.34
2020-07-01,10.1
2020-07-02,9.85
2020-07-03,10.53
2020-07-06,12.83
2020-07-07,12.47
2020-07-08,14.9
2020-07-09,17.76
2020-07-10,17.6
2020-07-13,14.3
2020-07-14,15.63
2020-07-15,15.51
2020-07-16,15.95
2020-07-17,16.47
2020-07-20,16.31
2020-07-21,16.24
2020-07-22,16.5
2020-07-23,16.17
2020-07-24,16.56
2020-07-27,16.81
2020-07-28,16.53
2020-07-29,16.11
2020-07-30,15.87
2020-07-31,15.58
2020-08-03,15.72
2020-08-04,15.77
2020-08-05,15.94
2020-08-06,15.79
2020-08-07,15.51
2020-08-10,15.38
2020-08-11,15.83
2020-08-12,15.28
2020-08-13,14.97
2020-08-14,15.26
2020-08-17,15.11
2020-08-18,14.75
2020-08-19,14.45
2020-08-20,14.09
2020-08-21,13.86
2020-08-24,14.63
2020-08-25,14.33
2020-08-26,14.68
2020-08-27,14.59
2020-08-28,14.88
2020-08-31,14.88
2020-09-01,14.75
2020-09-02,14.49
2020-09-03,14.45
2020-09-04,14.25
2020-09-07,14.05
2020-09-08,14.48
2020-09-09,14.32
2020-09-10,14.51
2020-09-11,14.71
2020-09-14,17.2
2020-09-15,17.06
2020-09-16,17.16
2020-09-17,16.94
2020-09-18,17.17
2020-09-21,17.57
2020-09-22,17.44
2020-09-23,17.19
2020-09-24,17.33
2020-09-25,17.54
2020-09-28,18.37
2020-09-29,18.03
2020-09-30,17.96
2020-10-01,17.51
2020-10-02,17.2
2020-10-05,16.89
2020-10-06,21.36
2020-10-07,21.66
2020-10-08,21.66
2020-10-09,21.29
2020-10-12,20.83
2020-10-13,20.57
2020-10-14,20.24
2020-10-15,19.95
2020-10-16,19.4
2020-10-19,16.52
2020-10-20,15.63
2020-10-21,14.75
2020-10-22,14.68
2020-10-23,14.93
2020-10-26,17.45
2020-10-27,17.18
2020-10-28,17.03
2020-10-29,16.82
2020-10-30,16.62
2020-11-02,16.52
2020-11-03,16.23
2020-11-04,15.95
2020-11-05,15.48
2020-11-06,15.11
2020-11-09,12.93
2020-11-10,12.56
2020-11-11,12.17
2020-11-12,11.8
2020-11-13,11.46
2020-11-16,11.09
2020-11-17,10.95
2020-11-18,11.98
2020-11-19,11.79
2020-11-20,11.91
2020-11-23,11.66
2020-11-24,11.5
2020-11-25,11.31
2020-11-26,11.23
2020-11-27,11.71
2020-11-30,11.52
2020-12-01,11.3
2020-12-02,14.0
2020-12-03,13.96
2020-12-04,13.95
2020-12-07,14.44
2020-12-08,14.16
2020-12-09,14.47
2020-12-10,13.69
2020-12-11,13.44
2020-12-14,13.27
2020-12-15,13.44
2020-12-16,13.5
2020-12-17,13.27
2020-12-18,13.65
2020-12-21,13.58
2020-12-22,13.1
2020-12-23,13.58
2020-12-24,13.27
2020-12-25,13.27
2020-12-28,13.27
2020-12-29,12.9
2020-12-30,12.07
2020-12-31,11.71
2021-01-01,11.71
2021-01-04,11.28
2021-01-05,10.35
2021-01-06,9.98
2021-01-07,9.66
2021-01-08,9.47
2021-01-11,9.24
2021-01-12,8.7
2021-01-13,8.02
2021-01-14,8.22
2021-01-15,7.81
2021-01-18,6.97
2021-01-19,6.32
2021-01-20,9.21
2021-01-21,9.16
2021-01-22,11.73
2021-01-25,17.5
2021-01-26,17.96
2021-01-27,17.79
2021-01-28,17.78
2021-01-29,17.58
2021-02-01,18.68
2021-02-02,18.11
2021-02-03,17.67
2021-02-04,16.99
2021-02-05,16.57
2021-02-08,16.65
2021-02-09,16.08
2021-02-10,15.82
2021-02-11,15.68
2021-02-12,17.01
2021-02-15,17.5
2021-02-16,17.53
2021-02-17,17.1
2021-02-18,16.83
2021-02-19,16.71
2021-02-22,16.38
2021-02-23,16.23
2021-02-24,16.09
2021-02-25,16.14
2021-02-26,17.05
2021-03-01,16.9
2021-03-02,17.22
2021-03-03,16.81
