Material Type,Commodity,Commodity Type,Closing Balance - Wip - Cost,Closing Balance - Wip - Weight,Closing Balance - Finished Goods - Cost,Closing Balance - Finished Goods - Weight,Material Code,Available To Sale,Theoretical Inventory,Inventory Variance,Start Date,End Date,Outbound Cost,Outbound Weight,Adjustments Cost,Adjustments Weight,Opening Cost,Opening Weight,Inbound Cost,Inbound Weight,Regrades Cost,Regrades Weight,Closing Cost,Closing Weight,Closing Cost/um,Opening Balance - Wip - Cost,Opening Balance - Wip - Weight,Inbound - Wip - Cost,Inbound - Wip - Weight,Outbound - Wip - Cost,Outbound - Wip - Weight,Opening Balance - Finished Goods - Cost,Opening Balance - Finished Goods - Weight,Inbound - Finished Goods - Cost,Inbound - Finished Goods - Weight,Outbound - Finished Goods - Cost,Outbound - Finished Goods - Weight,Voided - Finished Goods - Cost,Voided - Finished Goods - Weight,Yard Name,Yard Address Name,Gl Income Code,Gl Expense Code,"Opening
  Cost/um","Closing Cost/um (+
  Freight)",Adjustment Notes,Hold Total Weight (Current),Hold Total Cost (Current)
COPPER/ALUMINUM TRANSFORMERS,COPPER TIER 3,NON_FERROUS,74.3237,1042,0,0,CUALTRAN,1042,1042,0E-20,2025-12-31,2025-12-31,0,0,0,0,74.3237,1042,0,0,0,0,74.3237,1042,0.07132792706333973129,74.3237,1042,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.07132792706333973129,0.0855935124760076775480,,0,0
COPPER REFINERY,COPPER TIER 1,NON_FERROUS,0.0000,0,0,0,CUREFIN,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
COPPER TRANSFORMERS,COPPER TIER 3,NON_FERROUS,14.8500,99,0,0,CU TRANS,99,99,0E-20,2025-12-31,2025-12-31,0,0,0,0,14.8500,99,0,0,0,0,14.8500,99,0.15000000000000000000,14.8500,99,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.15000000000000000000,0.1800000000000000000000,,0,0
COPPER TURNINGS,COPPER TIER 1,NON_FERROUS,0.0000,0,0,0,INCU T,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
CU BUSS BAR,COPPER TIER 1,NON_FERROUS,-2.0546,0,0,0,CUBSBR,0,0,0,2025-12-31,2025-12-31,0,0,0,0,-2.0546,0,0,0,0,0,-2.0546,0,0,-2.0546,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
Cu/Steel Mix,COPPER TIER 3,NON_FERROUS,0.0000,169,0,0,CuSt,169,169,0E-20,2025-12-31,2025-12-31,0,0,0,0,0.0000,169,0,0,0,0,0.0000,169,0E-20,0.0000,169,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0E-20,0E-22,,0,0
Dirty Aluminum Rims,ALUMINUM,NON_FERROUS,221.6000,554,0,0,DALRS,554,554,0E-20,2025-12-31,2025-12-31,0,0,0,0,221.6000,554,0,0,0,0,221.6000,554,0.40000000000000000000,221.6000,554,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.40000000000000000000,0.4800000000000000000000,,0,0
DIRTY BRASS,BRASS TIER 1,NON_FERROUS,98.3401,335,0,0,DRTYBRS,335,335,0E-20,2025-12-31,2025-12-31,0,0,0,0,98.3401,335,0,0,0,0,98.3401,335,0.29355253731343283582,98.3401,335,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.29355253731343283582,0.3522630447761194029840,,0,0
Dirty Plumbers Brass,BRASS TIER 1,NON_FERROUS,0.0000,0,0,0,DPBr,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
Door Knobs,BRASS TIER 2,NON_FERROUS,0.0000,0,0,0,DRKBS,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
EDM CHOPS,BRASS TIER 2,NON_FERROUS,0.0000,0,0,0,BREDMC,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
"EDM WIRE ",BRASS TIER 1,NON_FERROUS,1435.7176,759,0,0,EDMW,759,759,0E-20,2025-12-31,2025-12-31,0,0,0,0,1435.7176,759,0,0,0,0,1435.7176,759,1.8915910408432148,1435.7176,759,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,1.8915910408432148,2.269909249011857760,,0,0
ELECTRICAL BRASS,BRASS TIER 2,NON_FERROUS,0.0000,0,0,0,ELECBR,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
ELECTRIC MOTORS,COPPER TIER 3,NON_FERROUS,18.2559,200,0,0,CUMOTOR,200,200,0E-20,2025-12-31,2025-12-31,0,0,0,0,18.2559,200,0,0,0,0,18.2559,200,0.09127950000000000000,18.2559,200,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.09127950000000000000,0.1095354000000000000000,,0,0
ELECTRIC MOTORS - FE,COPPER TIER 3,NON_FERROUS,55.6856,1362,0,0,CUMOD,1362,1362,0E-20,2025-12-31,2025-12-31,0,0,0,0,55.6856,1362,0,0,0,0,55.6856,1362,0.04088516886930983847,55.6856,1362,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.04088516886930983847,0.0490622026431718061640,,0,0
ELECTRIC MOTORS - LARGE,COPPER TIER 3,NON_FERROUS,0.0000,0,0,0,CUELMOL,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
FENCING,STEEL,FERROUS,85.4767,5140,0,0,FENST,5140,5140,0E-20,2025-12-31,2025-12-31,0,0,0,0,85.4767,5140,0,0,0,0,85.4767,5140,0.01662970817120622568,85.4767,5140,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.01662970817120622568,0.0199556498054474708160,,0,0
FULL A/C UNIT,STEEL,FERROUS,15.7500,105,0,0,ACUT,105,105,0E-20,2025-12-31,2025-12-31,0,0,0,0,15.7500,105,0,0,0,0,15.7500,105,0.15000000000000000000,15.7500,105,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.15000000000000000000,0.1800000000000000000000,,0,0
GRAPHITE DUST,LEAD,NON_FERROUS,0.0000,0,0,0,Graphdst,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
H-13 SOLIDS,STAINLESS STEEL TIER 2,NON_FERROUS,43.1192,1040,0,0,H13Solids,1040,1040,0E-20,2025-12-31,2025-12-31,0,0,0,0,43.1192,1040,0,0,0,0,43.1192,1040,0.04146076923076923077,43.1192,1040,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.04146076923076923077,0.0497529230769230769240,,0,0
H-13 TURNINGS,STAINLESS STEEL TIER 2,NON_FERROUS,0.0000,0,0,0,TSH13TRN,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
HEAVY MELT,STEEL,FERROUS,8224.1295,125610,90.6455,1392,INDHVYM,127002,127002,0E-24,2025-12-31,2025-12-31,0,0,0,0,8314.7750,127002,0,0,0,0,8314.7750,127002,0.06546963827341301712,8224.1295,125610,0,0,0,0,90.6455,1392,0,0,0,0,0,0,MILTON,Benton Metals,,,0.06546963827341301712,0.0785635659280956205440,,0,0
ICW HARNESS WIRE,COPPER TIER 2,NON_FERROUS,567.4292,601,0,0,ICWHARWIR,601,601,0E-20,2025-12-31,2025-12-31,0,0,0,0,567.4292,601,0,0,0,0,567.4292,601,0.94414176372712146423,567.4292,601,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.94414176372712146423,1.1329701164725457570760,,0,0
INCONEL,STAINLESS STEEL TIER 2,NON_FERROUS,256.6500,151,0,0,NIINCON,151,151,0E-20,2025-12-31,2025-12-31,0,0,0,0,256.6500,151,0,0,0,0,256.6500,151,1.6996688741721854,256.6500,151,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,1.6996688741721854,2.039602649006622480,,0,0
INCONEL TURNINGS,STAINLESS STEEL TIER 2,NON_FERROUS,82.5000,110,0,0,INCTR,110,110,0E-20,2025-12-31,2025-12-31,0,0,0,0,82.5000,110,0,0,0,0,82.5000,110,0.75000000000000000000,82.5000,110,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,INCTR,INCTR,0.75000000000000000000,0.9000000000000000000000,,0,0
INSULATED EC WIRE,ALUMINUM,NON_FERROUS,194.6000,556,0,0,InsECW,556,556,0E-20,2025-12-31,2025-12-31,0,0,0,0,194.6000,556,0,0,0,0,194.6000,556,0.35000000000000000000,194.6000,556,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.35000000000000000000,0.4200000000000000000000,,0,0
IRONY EXTRUSIONS,ALUMINUM,NON_FERROUS,225.1471,805,151.4387,540,AL063FE,1345,1345,0E-20,2025-12-31,2025-12-31,0,0,0,0,376.5858,1345,0,0,0,0,376.5858,1345,0.27998944237918215613,225.1471,805,0,0,0,0,151.4387,540,0,0,0,0,0,0,MILTON,Benton Metals,,,0.27998944237918215613,0.3359873308550185873560,,0,0
Irony Yellow Brass,BRASS TIER 1,NON_FERROUS,0.0000,0,0,0,IrYwBr,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
LAS,STEEL,FERROUS,0.0000,0,0,0,las,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
LEAD PIPE,LEAD,NON_FERROUS,55.9000,559,0,0,LDPPE,559,559,0E-20,2025-12-31,2025-12-31,0,0,0,0,55.9000,559,0,0,0,0,55.9000,559,0.10000000000000000000,55.9000,559,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.10000000000000000000,0.1200000000000000000000,,0,0
LEAD SOLIDS,LEAD,NON_FERROUS,0.0000,0,0,0,LEADSOLD,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
LOW GRADE FAUCET BRASS,BRASS TIER 1,NON_FERROUS,88.5357,455,0,0,BRFAUC,455,455,0E-20,2025-12-31,2025-12-31,0,0,0,0,88.5357,455,0,0,0,0,88.5357,455,0.19458395604395604396,88.5357,455,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.19458395604395604396,0.2335007472527472527520,,0,0
MAGNESIUM,OTHER,Other,0.0000,0,0,0,MA00001,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
MAGNESIUM CASTINGS,OTHER,Other,0.0000,0,0,0,MAGCST,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
MAGNESIUM TURNINGS,OTHER,Other,0.0000,0,286.1253,13870,MGNSMTRNS,13870,13870,0E-24,2025-12-31,2025-12-31,0,0,0,0,286.1253,13870,0,0,0,0,286.1253,13870,0.02062907714491708724,0.0000,0,0,0,0,0,286.1253,13870,0,0,0,0,0,0,MILTON,Benton Metals,,,0.02062907714491708724,0.0247548925739005046880,,0,0
MIXED ALUMINUM,ALUMINUM,NON_FERROUS,540.8000,1352,0,0,MXDAL,1352,1352,0E-20,2025-12-31,2025-12-31,0,0,0,0,540.8000,1352,0,0,0,0,540.8000,1352,0.40000000000000000000,540.8000,1352,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.40000000000000000000,0.4800000000000000000000,,0,0
MIXED BRASS ALUM SPILLS,ALUMINUM,NON_FERROUS,0.0000,0,0,0,MXBRAL,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
MIXED STAINLESS STEEL,STAINLESS STEEL TIER 2,NON_FERROUS,0.0000,0,0,0,MIXSS,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
MONEL TURNINGS,STAINLESS STEEL TIER 2,NON_FERROUS,0.0000,0,676.1278,441,MNT,441,441,0E-20,2025-12-31,2025-12-31,0,0,0,0,676.1278,441,0,0,0,0,676.1278,441,1.5331696145124717,0.0000,0,0,0,0,0,676.1278,441,0,0,0,0,0,0,MILTON,Benton Metals,,,1.5331696145124717,1.839803537414966040,,0,0
NICKEL,STAINLESS STEEL TIER 2,NON_FERROUS,0.0000,0,0,0,NI00001,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
OILY FLASHINGS,ALUMINUM,NON_FERROUS,0.0000,0,0,0,OLYFLA,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
OLD CAST AL,ALUMINUM,NON_FERROUS,0.0000,0,0,0,OLCAAL,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
OVERSIZED MACHINERY,STEEL,FERROUS,389.6804,19040,0,0,OVSZMAC,19040,19040,0E-24,2025-12-31,2025-12-31,0,0,0,0,389.6804,19040,0,0,0,0,389.6804,19040,0.02046640756302521008,389.6804,19040,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.02046640756302521008,0.0245596890756302520960,,0,0
OXIDIZED EDM WIRE,BRASS TIER 1,NON_FERROUS,257.3625,154,1098.3879,599,OXEDMWR,753,753,0E-20,2025-12-31,2025-12-31,0,0,0,0,1355.7504,753,0,0,0,0,1355.7504,753,1.8004653386454183,257.3625,154,0,0,0,0,1098.3879,599,0,0,0,0,0,0,MILTON,Benton Metals,,,1.8004653386454183,2.160558406374501960,,0,0
PAINTED BUSH,STEEL,FERROUS,0.0000,0,0,0,PTDBUSH,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
PHOS BRONZE SOLIDS,BRASS TIER 2,NON_FERROUS,0.0000,0,0,0,BR0PHOS,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
PLATE & STRUCTUAL,STEEL,FERROUS,2462.4000,40298,0,0,INDP&S,40298,40298,0E-24,2025-12-31,2025-12-31,0,0,0,0,2462.4000,40298,0,0,0,0,2462.4000,40298,0.06110476946746736811,2462.4000,40298,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.06110476946746736811,0.0733257233609608417320,,0,0
PLUG ENDS,OTHER,Other,1.0000,25,0,0,ELPLUG,25,25,0E-20,2025-12-31,2025-12-31,0,0,0,0,1.0000,25,0,0,0,0,1.0000,25,0.04000000000000000000,1.0000,25,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.04000000000000000000,0.0480000000000000000000,,0,0
"PREMIUM ELECTRIC MOTORS ",COPPER TIER 3,NON_FERROUS,0.0000,0,0,0,PRELMTR,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
RANGE LEAD,LEAD,NON_FERROUS,0.0000,0,0,0,LERANGE,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
REBAR,STEEL,FERROUS,315.6271,5302,0,0,REBAR,5302,5302,0E-20,2025-12-31,2025-12-31,0,0,0,0,315.6271,5302,0,0,0,0,315.6271,5302,0.05952981893625047152,315.6271,5302,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.05952981893625047152,0.0714357827235005658240,,0,0
RED BALL MILL,BRASS TIER 1,NON_FERROUS,0.0000,0,0,0,RDBM,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
RED BRASS SOLIDS,BRASS TIER 1,NON_FERROUS,763.2000,288,0,0,BRREDSD,288,288,0E-20,2025-12-31,2025-12-31,0,0,0,0,763.2000,288,0,0,0,0,763.2000,288,2.6500000000000000,763.2000,288,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,2.6500000000000000,3.180000000000000000,,0,0
RED BRASS TURNINGS,BRASS TIER 1,NON_FERROUS,0.0000,0,0,0,BR360BO,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
SEALED UNITS,COPPER TIER 3,NON_FERROUS,217.7958,2764,0,0,CUSEALD,2764,2764,0E-20,2025-12-31,2025-12-31,0,0,0,0,217.7958,2764,0,0,0,0,217.7958,2764,0.07879732272069464544,217.7958,2764,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.07879732272069464544,0.0945567872648335745280,,0,0
SEMI RED BRASS,BRASS TIER 1,NON_FERROUS,0.0000,0,0,0,SEMREBR,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
SHEET IRON,STEEL,FERROUS,2367.7506,42860,0,0,SHIRST,42860,42860,0E-24,2025-12-31,2025-12-31,0,0,0,0,2367.7506,42860,0,0,0,0,2367.7506,42860,0.05524383107792813812,2367.7506,42860,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.05524383107792813812,0.0662925972935137657440,,0,0
SILVER PLTD BUSS BAR,COPPER TIER 1,NON_FERROUS,0.0000,0,0,0,SVPBB,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
"SKELATAL ",STEEL,FERROUS,0.0000,0,0,0,SKST,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
SOFT LEAD,LEAD,NON_FERROUS,59.0000,236,0,0,SOFLEA,236,236,0E-20,2025-12-31,2025-12-31,0,0,0,0,59.0000,236,0,0,0,0,59.0000,236,0.25000000000000000000,59.0000,236,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.25000000000000000000,0.3000000000000000000000,,0,0
STAINLESS STEEL - FE,STAINLESS STEEL TIER 1,NON_FERROUS,515.3763,2897,0,0,NIMIXD,2897,2897,0E-20,2025-12-31,2025-12-31,0,0,0,0,515.3763,2897,0,0,0,0,515.3763,2897,0.17790000000000000000,515.3763,2897,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.17790000000000000000,0.2134800000000000000000,,0,0
STARTERS,COPPER TIER 3,NON_FERROUS,27.7368,285,0,0,CUSTART,285,285,0E-20,2025-12-31,2025-12-31,0,0,0,0,27.7368,285,0,0,0,0,27.7368,285,0.09732210526315789474,27.7368,285,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.09732210526315789474,0.1167865263157894736880,,0,0
STEEL BANDING (fe),STEEL,FERROUS,0.0000,0,0,0,STBD,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
STEEL BX CABLE,STEEL,FERROUS,0.0000,0,0,0,STBXCAB,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
STEEL BX WIRE (fe),STEEL,FERROUS,171.4106,393,0,0,STBXW,393,393,0E-20,2025-12-31,2025-12-31,0,0,0,0,171.4106,393,0,0,0,0,171.4106,393,0.43615928753180661578,171.4106,393,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.43615928753180661578,0.5233911450381679389360,,0,0
STEEL CASED BATTERIES,LEAD,NON_FERROUS,0.0000,0,212.3946,4189,LEFECAS,4189,4189,0E-20,2025-12-31,2025-12-31,0,0,0,0,212.3946,4189,0,0,0,0,212.3946,4189,0.05070293626163762234,0.0000,0,0,0,0,0,212.3946,4189,0,0,0,0,0,0,MILTON,Benton Metals,,,0.05070293626163762234,0.0608435235139651468080,,0,0
STEEL CASED COPPER TRANSFORMERS,COPPER TIER 3,NON_FERROUS,0.0000,0,0,0,STCSCOTRA,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
STEEL CLIPS,STEEL,FERROUS,0.0000,0,0,0,INDCLIPS,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
STEEL COIL,STEEL,FERROUS,36.5348,0,639.5635,11489,STLCOL,11489,11489,0E-24,2025-12-31,2025-12-31,0,0,0,0,676.0983,11489,0,0,0,0,676.0983,11489,0.05884744538253982070,36.5348,0,0,0,0,0,639.5635,11489,0,0,0,0,0,0,MILTON,Benton Metals,,,0.05884744538253982070,0.0706169344590477848400,,0,0
STEEL MOTOR BLOCKS,STEEL,FERROUS,1114.9429,7777,0,0,STMTRBLK,7777,7777,0E-20,2025-12-31,2025-12-31,0,0,0,0,1114.9429,7777,0,0,0,0,1114.9429,7777,0.14336413784235566414,1114.9429,7777,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.14336413784235566414,0.1720369654108267969680,,0,0
STEEL WIRE,STEEL,FERROUS,0.0000,0,0,0,STWR,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
TAR BASED WIRE,COPPER TIER 2,NON_FERROUS,6.3386,105,0,0,TARBSWR,105,105,0E-20,2025-12-31,2025-12-31,0,0,0,0,6.3386,105,0,0,0,0,6.3386,105,0.06036761904761904762,6.3386,105,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.06036761904761904762,0.0724411428571428571440,,0,0
Teck Cable,COPPER TIER 2,NON_FERROUS,0.0000,0,0,0,TCABLE,0,0,0,2025-12-31,2025-12-31,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0,0.00,,0,0
TIN PLATED BUSBAR,COPPER TIER 1,NON_FERROUS,8.8500,5,0,0,TCUBSBR,5,5,0E-20,2025-12-31,2025-12-31,0,0,0,0,8.8500,5,0,0,0,0,8.8500,5,1.7700000000000000,8.8500,5,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,1.7700000000000000,2.124000000000000000,,0,0
TIN PLTD COPPER WIRE,COPPER TIER 1,NON_FERROUS,46.0000,23,0,0,TNPDCWR,23,23,0E-20,2025-12-31,2025-12-31,0,0,0,0,46.0000,23,0,0,0,0,46.0000,23,2.0000000000000000,46.0000,23,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,2.0000000000000000,2.400000000000000000,,0,0
TITANIUM SOLIDS,STAINLESS STEEL TIER 2,NON_FERROUS,45.0000,75,0,0,NITITAN,75,75,0E-20,2025-12-31,2025-12-31,0,0,0,0,45.0000,75,0,0,0,0,45.0000,75,0.60000000000000000000,45.0000,75,0,0,0,0,0,0,0,0,0,0,0,0,MILTON,Benton Metals,,,0.60000000000000000000,0.7200000000000000000000,,0,0
TITANIUM TURNINGS,STAINLESS STEEL TIER 2,NON_FERROUS,0.0000,0,158.2212,625,TTSS,625,625,0E-20,2025-12-31,2025-12-31,0,0,0,0,158.2212,625,0,0,0,0,158.2212,625,0.25315392000000000000,0.0000,0,0,0,0,0,158.2212,625,0,0,0,0,0,0,MILTON,Benton Metals,,,0.25315392000000000000,0.3037847040000000000000,,0,0
TOOL STEEL,STAINLESS STEEL TIER 2,NON_FERROUS,291.1700,100,0,0,NITOOLS,100,100,0E-20,2025-12-31,2025-12-31,0,0,0,0,291.1700,100,0,0,0,0,291.1700,100,2.9117000000000000,291.1700,100,0,0,0,0,0.0000,0,0,0,0,0,0,0,MILTON,Benton Metals,,,2.9117000000000000,3.494040000000000000,,0,0
