date,sgx_io_close
2021-06-11,214.37
2021-06-14,215.78
2021-06-15,215.32
2021-06-16,213.42
2021-06-17,214.27
2021-06-18,214.08
2021-06-21,210.79
2021-06-22,212.96
2021-06-23,213.93
2021-06-24,213.38
2021-06-25,214.46
2021-06-28,215.04
2021-06-29,214.46
2021-06-30,214.55
2021-07-01,213.23
2021-07-02,212.06
2021-07-05,217.06
2021-07-06,217.08
2021-07-07,217.64
2021-07-08,215.39
2021-07-09,214.08
2021-07-12,216.26
2021-07-13,217.58
2021-07-14,216.93
2021-07-15,218.47
2021-07-16,219.67
2021-07-19,219.43
2021-07-20,219.19
2021-07-21,217.47
2021-07-22,213.91
2021-07-23,212.96
2021-07-26,213.4
2021-07-27,213.08
2021-07-28,213.54
2021-07-29,213.15
2021-07-30,211.99
2021-08-02,181.26
2021-08-03,182.47
2021-08-04,182.31
2021-08-05,173.63
2021-08-06,172.35
2021-08-09,166.2
2021-08-10,165.77
2021-08-11,168.56
2021-08-12,164.96
2021-08-13,165.33
2021-08-16,165.97
2021-08-17,164.73
2021-08-18,160.25
2021-08-19,151.99
2021-08-20,154.31
2021-08-23,154.15
2021-08-24,157.79
2021-08-25,158.36
2021-08-26,158.78
2021-08-27,159.59
2021-08-30,159.56
2021-08-31,159.25
2021-09-01,142.99
2021-09-02,140.51
2021-09-03,145.07
2021-09-06,134.19
2021-09-07,138.75
2021-09-08,134.69
2021-09-09,133.07
2021-09-10,131.76
2021-09-13,127.57
2021-09-14,126.79
2021-09-15,123.49
2021-09-16,118.53
2021-09-17,114.55
2021-09-20,113.1
2021-09-21,112.94
2021-09-22,117.52
2021-09-23,118.1
2021-09-24,118.35
2021-09-27,120.45
2021-09-28,119.17
2021-09-29,119.37
2021-09-30,119.65
2021-10-01,115.47
2021-10-04,117.92
2021-10-05,117.71
2021-10-06,117.87
2021-10-07,118.25
2021-10-08,123.08
2021-10-11,131.71
2021-10-12,126.78
2021-10-13,122.58
2021-10-14,124.0
2021-10-15,123.54
2021-10-18,123.65
2021-10-19,123.2
2021-10-20,123.08
2021-10-21,121.13
2021-10-22,121.52
2021-10-25,122.02
2021-10-26,122.15
2021-10-27,121.83
2021-10-28,121.66
2021-10-29,121.23
2021-11-01,102.1
2021-11-02,96.12
2021-11-03,99.21
2021-11-04,96.19
2021-11-05,93.72
2021-11-08,93.68
2021-11-09,93.0
2021-11-10,90.7
2021-11-11,94.08
2021-11-12,92.1
2021-11-15,91.56
2021-11-16,91.99
2021-11-17,91.78
2021-11-18,90.56
2021-11-19,92.64
2021-11-22,93.57
2021-11-23,94.76
2021-11-24,96.06
2021-11-25,95.59
2021-11-26,94.69
2021-11-29,95.17
2021-11-30,94.97
2021-12-01,103.23
2021-12-02,100.83
2021-12-03,100.72
2021-12-06,101.89
2021-12-07,107.78
2021-12-08,107.74
2021-12-09,105.45
2021-12-10,105.17
2021-12-13,108.93
2021-12-14,107.56
2021-12-15,107.79
2021-12-16,110.11
2021-12-17,111.79
2021-12-20,114.03
2021-12-21,114.55
2021-12-22,113.99
2021-12-23,113.78
2021-12-24,114.22
2021-12-27,113.43
2021-12-28,112.71
2021-12-29,112.4
2021-12-30,112.72
2021-12-31,112.5
2022-01-03,122.69
2022-01-04,122.09
2022-01-05,124.21
2022-01-06,126.98
2022-01-07,126.73
2022-01-10,125.05
2022-01-11,127.62
2022-01-12,129.78
2022-01-13,127.79
2022-01-14,126.8
2022-01-17,125.65
2022-01-18,126.68
2022-01-19,128.08
2022-01-20,129.34
2022-01-21,130.36
2022-01-24,129.21
2022-01-25,130.29
2022-01-26,130.5
2022-01-27,130.5
2022-01-28,131.39
2022-01-31,131.15
2022-02-01,137.73
2022-02-02,140.42
2022-02-03,144.74
2022-02-04,145.55
2022-02-07,148.4
2022-02-08,148.93
2022-02-09,146.71
2022-02-10,152.05
2022-02-11,149.75
2022-02-14,148.86
2022-02-15,142.15
2022-02-16,143.78
2022-02-17,141.11
2022-02-18,140.31
2022-02-21,142.94
2022-02-22,142.18
2022-02-23,142.17
2022-02-24,142.18
2022-02-25,141.56
2022-02-28,141.99
2022-03-01,145.97
2022-03-02,146.4
2022-03-03,154.43
2022-03-04,152.9
2022-03-07,161.1
2022-03-08,160.98
2022-03-09,158.87
2022-03-10,158.31
2022-03-11,154.31
2022-03-14,148.45
2022-03-15,143.23
2022-03-16,149.06
2022-03-17,148.67
2022-03-18,151.35
2022-03-21,150.23
2022-03-22,148.48
2022-03-23,148.92
2022-03-24,149.01
2022-03-25,150.17
2022-03-28,150.03
2022-03-29,150.31
2022-03-30,150.88
2022-03-31,150.84
2022-04-01,159.98
2022-04-04,162.0
2022-04-05,162.27
2022-04-06,160.07
2022-04-07,156.64
2022-04-08,155.5
2022-04-11,153.18
2022-04-12,155.83
2022-04-13,153.72
2022-04-14,155.14
2022-04-15,156.1
2022-04-18,155.18
2022-04-19,153.49
2022-04-20,153.57
2022-04-21,153.35
2022-04-22,153.29
2022-04-25,149.73
2022-04-26,150.39
2022-04-27,150.52
2022-04-28,150.61
2022-04-29,150.77
2022-05-02,145.9
2022-05-03,143.56
2022-05-04,142.8
2022-05-05,145.2
2022-05-06,138.44
2022-05-09,131.99
2022-05-10,130.27
2022-05-11,134.2
2022-05-12,130.16
2022-05-13,130.93
2022-05-16,132.5
2022-05-17,131.58
2022-05-18,129.92
2022-05-19,131.03
2022-05-20,134.36
2022-05-23,134.29
2022-05-24,133.1
2022-05-25,133.34
2022-05-26,132.47
2022-05-27,133.41
2022-05-30,133.6
2022-05-31,133.51
2022-06-01,135.34
2022-06-02,142.2
2022-06-03,144.4
2022-06-06,145.24
2022-06-07,145.81
2022-06-08,145.88
2022-06-09,143.82
2022-06-10,142.37
2022-06-13,139.53
2022-06-14,138.26
2022-06-15,135.47
2022-06-16,135.04
2022-06-17,131.38
2022-06-20,128.0
2022-06-21,128.93
2022-06-22,127.02
2022-06-23,129.32
2022-06-24,128.53
2022-06-27,129.68
2022-06-28,130.28
2022-06-29,130.11
2022-06-30,130.0
2022-07-01,115.23
2022-07-04,109.94
2022-07-05,113.42
2022-07-06,112.33
2022-07-07,114.18
2022-07-08,113.76
2022-07-11,111.65
2022-07-12,108.19
2022-07-13,110.26
2022-07-14,104.96
2022-07-15,103.07
2022-07-18,105.26
2022-07-19,103.14
2022-07-20,104.1
2022-07-21,103.36
2022-07-22,104.46
2022-07-25,105.01
2022-07-26,106.35
2022-07-27,106.47
2022-07-28,107.55
2022-07-29,107.22
2022-08-01,114.86
2022-08-02,114.74
2022-08-03,110.38
2022-08-04,106.5
2022-08-05,109.11
2022-08-08,110.95
2022-08-09,109.28
2022-08-10,109.27
2022-08-11,111.01
2022-08-12,109.86
2022-08-15,106.79
2022-08-16,106.63
2022-08-17,104.59
2022-08-18,104.72
2022-08-19,104.21
2022-08-22,104.37
2022-08-23,104.92
2022-08-24,105.15
2022-08-25,104.96
2022-08-26,105.38
2022-08-29,105.12
2022-08-30,104.49
2022-08-31,104.76
2022-09-01,96.39
2022-09-02,95.34
2022-09-05,98.47
2022-09-06,97.61
2022-09-07,97.18
2022-09-08,100.09
2022-09-09,102.23
2022-09-12,101.61
2022-09-13,102.13
2022-09-14,100.51
2022-09-15,100.58
2022-09-16,99.06
2022-09-19,98.63
2022-09-20,98.33
2022-09-21,98.1
2022-09-22,98.96
2022-09-23,98.91
2022-09-26,98.43
2022-09-27,98.61
2022-09-28,98.21
2022-09-29,98.35
2022-09-30,98.31
2022-10-03,93.7
2022-10-04,95.0
2022-10-05,95.15
2022-10-06,95.7
2022-10-07,95.58
2022-10-10,98.08
2022-10-11,96.47
2022-10-12,96.03
2022-10-13,94.9
2022-10-14,95.77
2022-10-17,94.6
2022-10-18,95.01
2022-10-19,94.89
2022-10-20,94.01
2022-10-21,94.45
2022-10-24,94.45
2022-10-25,93.88
2022-10-26,93.47
2022-10-27,92.89
2022-10-28,92.59
2022-10-31,92.43
2022-11-01,79.79
2022-11-02,82.12
2022-11-03,83.32
2022-11-04,86.97
2022-11-07,87.01
2022-11-08,88.37
2022-11-09,88.68
2022-11-10,87.24
2022-11-11,90.47
2022-11-14,91.59
2022-11-15,92.45
2022-11-16,93.43
2022-11-17,93.27
2022-11-18,93.9
2022-11-21,92.76
2022-11-22,92.18
2022-11-23,92.43
2022-11-24,92.51
2022-11-25,93.06
2022-11-28,93.01
2022-11-29,93.27
2022-11-30,93.25
2022-12-01,102.94
2022-12-02,106.59
2022-12-05,108.72
2022-12-06,108.41
2022-12-07,106.71
2022-12-08,109.22
2022-12-09,111.28
2022-12-12,109.56
2022-12-13,109.41
2022-12-14,109.38
2022-12-15,111.17
2022-12-16,111.07
2022-12-19,109.46
2022-12-20,110.12
2022-12-21,110.95
2022-12-22,110.93
2022-12-23,110.86
2022-12-26,110.85
2022-12-27,111.25
2022-12-28,111.31
2022-12-29,111.15
2022-12-30,111.28
2023-01-03,117.14
2023-01-04,116.05
2023-01-05,116.2
2023-01-06,118.68
2023-01-09,118.03
2023-01-10,120.0
2023-01-11,121.5
2023-01-12,122.03
2023-01-13,123.59
2023-01-16,120.51
2023-01-17,121.02
2023-01-18,121.37
2023-01-19,122.25
2023-01-20,123.08
2023-01-23,123.23
2023-01-24,123.01
2023-01-25,122.82
2023-01-26,122.97
2023-01-27,124.19
2023-01-30,123.44
2023-01-31,123.37
2023-02-01,126.4
2023-02-02,124.64
2023-02-03,125.56
2023-02-06,124.25
2023-02-07,122.27
2023-02-08,122.7
2023-02-09,124.67
2023-02-10,125.38
2023-02-13,122.99
2023-02-14,124.05
2023-02-15,124.42
2023-02-16,124.85
2023-02-17,125.55
2023-02-20,126.19
2023-02-21,127.02
2023-02-22,126.84
2023-02-23,126.76
2023-02-24,126.13
2023-02-27,125.81
2023-02-28,125.75
2023-03-01,126.73
2023-03-02,127.1
2023-03-03,126.17
2023-03-06,125.19
2023-03-07,127.4
2023-03-08,127.37
2023-03-09,128.08
2023-03-10,129.04
2023-03-13,130.8
2023-03-14,131.01
2023-03-15,131.19
2023-03-16,129.62
2023-03-17,130.67
2023-03-20,128.3
2023-03-21,127.53
2023-03-22,126.23
2023-03-23,126.12
2023-03-24,126.18
2023-03-27,126.36
2023-03-28,126.52
2023-03-29,126.92
2023-03-30,127.07
2023-03-31,127.06
2023-04-03,122.27
2023-04-04,120.32
2023-04-05,119.53
2023-04-06,119.6
2023-04-07,118.5
2023-04-10,119.72
2023-04-11,121.43
2023-04-12,120.4
2023-04-13,119.38
2023-04-14,119.41
2023-04-17,119.48
2023-04-18,120.25
2023-04-19,120.19
2023-04-20,119.53
2023-04-21,117.41
2023-04-24,116.39
2023-04-25,116.01
2023-04-26,116.17
2023-04-27,116.16
2023-04-28,116.14
2023-05-01,104.3
2023-05-02,105.09
2023-05-03,104.5
2023-05-04,102.77
2023-05-05,102.33
2023-05-08,107.73
2023-05-09,105.2
2023-05-10,106.32
2023-05-11,103.08
2023-05-12,103.68
2023-05-15,107.09
2023-05-16,107.07
2023-05-17,108.53
2023-05-18,107.83
2023-05-19,107.07
2023-05-22,106.33
2023-05-23,105.39
2023-05-24,103.91
2023-05-25,103.93
2023-05-26,104.91
2023-05-29,105.12
2023-05-30,105.17
2023-05-31,105.07
2023-06-01,104.6
2023-06-02,106.38
2023-06-05,107.44
2023-06-06,108.55
2023-06-07,109.99
2023-06-08,111.82
2023-06-09,113.75
2023-06-12,111.13
2023-06-13,113.08
2023-06-14,113.42
2023-06-15,113.67
2023-06-16,113.8
2023-06-19,114.2
2023-06-20,113.47
2023-06-21,112.63
2023-06-22,112.91
2023-06-23,112.41
2023-06-26,112.33
2023-06-27,112.8
2023-06-28,112.78
2023-06-29,112.66
2023-06-30,112.57
2023-07-03,110.05
2023-07-04,110.44
2023-07-05,111.19
2023-07-06,111.69
2023-07-07,109.53
2023-07-10,106.64
2023-07-11,108.18
2023-07-12,110.58
2023-07-13,111.01
2023-07-14,113.79
2023-07-17,112.5
2023-07-18,113.24
2023-07-19,112.63
2023-07-20,113.55
2023-07-21,113.11
2023-07-24,112.8
2023-07-25,113.33
2023-07-26,113.31
2023-07-27,112.83
2023-07-28,112.45
2023-07-31,112.46
2023-08-01,108.03
2023-08-02,105.86
2023-08-03,103.21
2023-08-04,104.22
2023-08-07,103.79
2023-08-08,103.23
2023-08-09,104.03
2023-08-10,103.64
2023-08-11,104.87
2023-08-14,103.47
2023-08-15,103.85
2023-08-16,103.87
2023-08-17,106.54
2023-08-18,107.25
2023-08-21,107.46
2023-08-22,108.63
2023-08-23,109.51
2023-08-24,109.17
2023-08-25,109.55
2023-08-28,109.28
2023-08-29,109.23
2023-08-30,109.33
2023-08-31,109.4
2023-09-01,116.27
2023-09-04,117.08
2023-09-05,117.54
2023-09-06,118.85
2023-09-07,117.07
2023-09-08,116.43
2023-09-11,119.51
2023-09-12,120.93
2023-09-13,121.13
2023-09-14,121.98
2023-09-15,123.37
2023-09-18,122.68
2023-09-19,121.92
2023-09-20,122.54
2023-09-21,120.9
2023-09-22,121.97
2023-09-25,120.66
2023-09-26,120.41
2023-09-27,120.67
2023-09-28,120.77
2023-09-29,120.79
2023-10-02,120.49
2023-10-03,119.02
2023-10-04,118.05
2023-10-05,117.8
2023-10-06,117.56
2023-10-09,116.14
2023-10-10,115.01
2023-10-11,116.43
2023-10-12,117.73
2023-10-13,117.36
2023-10-16,119.1
2023-10-17,119.21
2023-10-18,118.35
2023-10-19,119.09
2023-10-20,117.33
2023-10-23,117.29
2023-10-24,118.18
2023-10-25,118.41
2023-10-26,118.3
2023-10-27,118.88
2023-10-30,118.97
2023-10-31,118.91
2023-11-01,123.92
2023-11-02,124.99
2023-11-03,125.39
2023-11-06,126.08
2023-11-07,125.26
2023-11-08,126.91
2023-11-09,127.14
2023-11-10,128.31
2023-11-13,129.24
2023-11-14,129.26
2023-11-15,130.28
2023-11-16,130.58
2023-11-17,129.39
2023-11-20,130.35
2023-11-21,130.96
2023-11-22,131.4
2023-11-23,131.13
2023-11-24,131.23
2023-11-27,130.86
2023-11-28,130.33
2023-11-29,130.4
2023-11-30,130.46
2023-12-01,132.6
2023-12-04,130.38
2023-12-05,130.6
2023-12-06,133.05
2023-12-07,134.87
2023-12-08,136.21
2023-12-11,135.79
2023-12-12,136.43
2023-12-13,135.16
2023-12-14,135.42
2023-12-15,135.24
2023-12-18,134.33
2023-12-19,134.46
2023-12-20,135.02
2023-12-21,136.05
2023-12-22,136.17
2023-12-25,135.35
2023-12-26,136.59
2023-12-27,136.67
2023-12-28,136.3
2023-12-29,136.37
2024-01-02,143.08
2024-01-03,143.6
2024-01-04,142.26
2024-01-05,140.31
2024-01-08,139.66
2024-01-09,139.45
2024-01-10,135.82
2024-01-11,137.01
2024-01-12,134.18
2024-01-15,132.88
2024-01-16,133.7
2024-01-17,131.99
2024-01-18,133.63
2024-01-19,133.96
2024-01-22,133.62
2024-01-23,134.54
2024-01-24,135.3
2024-01-25,135.42
2024-01-26,135.31
2024-01-29,135.55
2024-01-30,135.27
2024-01-31,135.13
2024-02-01,132.37
2024-02-02,128.0
2024-02-05,127.71
2024-02-06,126.63
2024-02-07,126.41
2024-02-08,129.17
2024-02-09,128.02
2024-02-12,128.76
2024-02-13,129.13
2024-02-14,129.54
2024-02-15,129.68
2024-02-16,130.36
2024-02-19,128.51
2024-02-20,125.93
2024-02-21,125.27
2024-02-22,125.38
2024-02-23,125.53
2024-02-26,124.65
2024-02-27,124.97
2024-02-28,124.82
2024-02-29,124.86
2024-03-01,114.66
2024-03-04,117.03
2024-03-05,116.06
2024-03-06,116.99
2024-03-07,118.13
2024-03-08,116.93
2024-03-11,111.34
2024-03-12,112.39
2024-03-13,110.05
2024-03-14,108.71
2024-03-15,106.75
2024-03-18,108.51
2024-03-19,109.83
2024-03-20,109.43
2024-03-21,110.88
2024-03-22,110.39
2024-03-25,110.47
2024-03-26,109.75
2024-03-27,109.47
2024-03-28,109.53
2024-03-29,100.1
2024-04-01,101.99
2024-04-02,102.35
2024-04-03,100.34
2024-04-04,98.36
2024-04-05,98.91
2024-04-08,103.61
2024-04-09,105.97
2024-04-10,105.36
2024-04-11,106.41
2024-04-12,108.49
2024-04-15,109.15
2024-04-16,107.48
2024-04-17,110.42
2024-04-18,111.18
2024-04-19,110.89
2024-04-22,110.84
2024-04-23,109.83
2024-04-24,111.09
2024-04-25,111.06
2024-04-26,111.14
2024-04-29,110.99
2024-04-30,110.91
2024-05-01,115.91
2024-05-02,118.04
2024-05-03,117.69
2024-05-06,119.64
2024-05-07,118.58
2024-05-08,115.79
2024-05-09,116.44
2024-05-10,116.67
2024-05-13,117.29
2024-05-14,116.05
2024-05-15,115.35
2024-05-16,116.85
2024-05-17,117.21
2024-05-20,117.73
2024-05-21,118.62
2024-05-22,119.1
2024-05-23,118.12
2024-05-24,118.37
2024-05-27,118.04
2024-05-28,117.72
2024-05-29,117.83
2024-05-30,117.54
2024-05-31,117.52
2024-06-03,109.98
2024-06-04,107.5
2024-06-05,106.79
2024-06-06,108.65
2024-06-07,108.7
2024-06-10,107.06
2024-06-11,105.38
2024-06-12,105.86
2024-06-13,106.98
2024-06-14,107.46
2024-06-17,106.55
2024-06-18,107.01
2024-06-19,107.35
2024-06-20,107.15
2024-06-21,106.63
2024-06-24,105.95
2024-06-25,106.05
2024-06-26,106.63
2024-06-27,106.49
2024-06-28,106.51
2024-07-01,110.08
2024-07-02,110.37
2024-07-03,113.26
2024-07-04,113.71
2024-07-05,110.99
2024-07-08,109.24
2024-07-09,110.05
2024-07-10,107.28
2024-07-11,108.91
2024-07-12,109.05
2024-07-15,109.42
2024-07-16,108.72
2024-07-17,107.48
2024-07-18,107.71
2024-07-19,107.2
2024-07-22,106.79
2024-07-23,105.93
2024-07-24,105.96
2024-07-25,105.75
2024-07-26,106.12
2024-07-29,106.09
2024-07-30,105.84
2024-07-31,105.94
2024-08-01,102.8
2024-08-02,103.83
2024-08-05,103.71
2024-08-06,102.66
2024-08-07,101.36
2024-08-08,100.14
2024-08-09,101.49
2024-08-12,100.06
2024-08-13,99.37
2024-08-14,97.64
2024-08-15,96.28
2024-08-16,95.55
2024-08-19,96.86
2024-08-20,97.18
2024-08-21,98.38
2024-08-22,97.89
2024-08-23,97.6
2024-08-26,98.6
2024-08-27,98.83
2024-08-28,98.73
2024-08-29,98.74
2024-08-30,98.7
2024-09-02,96.6
2024-09-03,93.42
2024-09-04,92.53
2024-09-05,91.26
2024-09-06,91.77
2024-09-09,91.77
2024-09-10,91.1
2024-09-11,92.48
2024-09-12,93.72
2024-09-13,92.58
2024-09-16,91.77
2024-09-17,92.18
2024-09-18,91.53
2024-09-19,92.27
2024-09-20,91.97
2024-09-23,91.38
2024-09-24,92.6
2024-09-25,92.9
2024-09-26,93.23
2024-09-27,93.5
2024-09-30,93.83
2024-10-01,108.24
2024-10-02,108.26
2024-10-03,109.12
2024-10-04,108.69
2024-10-07,110.55
2024-10-08,105.61
2024-10-09,105.64
2024-10-10,105.26
2024-10-11,106.42
2024-10-14,107.3
2024-10-15,106.3
2024-10-16,105.75
2024-10-17,103.24
2024-10-18,104.2
2024-10-21,104.21
2024-10-22,103.68
2024-10-23,103.19
2024-10-24,103.4
2024-10-25,103.75
2024-10-28,104.1
2024-10-29,104.07
2024-10-30,104.08
2024-10-31,103.89
2024-11-01,102.36
2024-11-04,104.05
2024-11-05,105.47
2024-11-06,104.16
2024-11-07,105.45
2024-11-08,103.32
2024-11-11,101.78
2024-11-12,101.76
2024-11-13,101.87
2024-11-14,100.58
2024-11-15,99.76
2024-11-18,101.06
2024-11-19,101.85
2024-11-20,101.8
2024-11-21,102.18
2024-11-22,101.71
2024-11-25,102.22
2024-11-26,102.24
2024-11-27,102.4
2024-11-28,102.39
2024-11-29,102.44
2024-12-02,105.41
2024-12-03,105.91
2024-12-04,106.14
2024-12-05,104.74
2024-12-06,104.22
2024-12-09,105.69
2024-12-10,105.76
2024-12-11,105.14
2024-12-12,106.17
2024-12-13,105.06
2024-12-16,105.66
2024-12-17,105.45
2024-12-18,104.68
2024-12-19,104.25
2024-12-20,103.79
2024-12-23,103.95
2024-12-24,103.82
2024-12-25,104.25
2024-12-26,103.79
2024-12-27,103.5
2024-12-30,103.69
2024-12-31,103.61
2025-01-02,101.38
2025-01-03,98.83
2025-01-06,97.31
2025-01-07,97.42
2025-01-08,97.36
2025-01-09,97.82
2025-01-10,97.9
2025-01-13,98.92
2025-01-14,99.85
2025-01-15,99.97
2025-01-16,101.02
2025-01-17,101.57
2025-01-20,101.53
2025-01-21,101.79
2025-01-22,101.42
2025-01-23,101.44
2025-01-24,101.59
2025-01-27,101.54
2025-01-28,101.5
2025-01-29,101.55
2025-01-30,101.6
2025-01-31,101.59
2025-02-03,104.78
2025-02-04,105.55
2025-02-05,104.43
2025-02-06,106.35
2025-02-07,106.72
2025-02-10,107.34
2025-02-11,106.41
2025-02-12,107.81
2025-02-13,106.99
2025-02-14,106.79
2025-02-17,106.46
2025-02-18,106.9
2025-02-19,106.9
2025-02-20,107.65
2025-02-21,107.6
2025-02-24,107.57
2025-02-25,107.1
2025-02-26,107.09
2025-02-27,107.03
2025-02-28,106.9
2025-03-03,100.9
2025-03-04,101.87
2025-03-05,100.8
2025-03-06,101.25
2025-03-07,101.28
2025-03-10,101.05
2025-03-11,101.64
2025-03-12,101.76
2025-03-13,102.85
2025-03-14,103.75
2025-03-17,102.65
2025-03-18,102.8
2025-03-19,101.99
2025-03-20,102.1
2025-03-21,101.82
2025-03-24,102.5
2025-03-25,102.2
2025-03-26,102.4
2025-03-27,102.45
2025-03-28,102.43
2025-03-31,102.04
2025-04-01,103.88
2025-04-02,103.77
2025-04-03,102.88
2025-04-04,101.83
2025-04-07,99.54
2025-04-08,97.44
2025-04-09,97.27
2025-04-10,98.98
2025-04-11,99.0
2025-04-14,99.57
2025-04-15,99.99
2025-04-16,99.68
2025-04-17,99.55
2025-04-18,99.3
2025-04-21,100.1
2025-04-22,99.8
2025-04-23,100.23
2025-04-24,100.05
2025-04-25,99.85
2025-04-28,99.85
2025-04-29,99.85
2025-04-30,99.76
2025-05-01,96.2
2025-05-02,96.85
2025-05-05,97.65
2025-05-06,98.5
2025-05-07,99.35
2025-05-08,97.93
2025-05-09,98.25
2025-05-12,100.49
2025-05-13,100.05
2025-05-14,101.8
2025-05-15,101.2
2025-05-16,100.6
2025-05-19,100.2
2025-05-20,100.11
2025-05-21,100.2
2025-05-22,99.86
2025-05-23,99.56
2025-05-26,99.4
2025-05-27,99.21
2025-05-28,99.08
2025-05-29,99.15
2025-05-30,99.12
2025-06-02,96.06
2025-06-03,95.25
2025-06-04,96.24
2025-06-05,95.67
2025-06-06,96.26
2025-06-09,95.56
2025-06-10,95.3
2025-06-11,95.8
2025-06-12,95.4
2025-06-13,95.1
2025-06-16,95.05
2025-06-17,94.42
2025-06-18,94.17
2025-06-19,94.33
2025-06-20,94.7
2025-06-23,94.74
2025-06-24,94.45
2025-06-25,94.3
2025-06-26,94.45
2025-06-27,94.55
2025-06-30,94.47
2025-07-01,93.35
2025-07-02,95.25
2025-07-03,96.35
2025-07-04,95.89
2025-07-07,95.25
2025-07-08,95.53
2025-07-09,95.58
2025-07-10,97.6
2025-07-11,97.8
2025-07-14,97.9
2025-07-15,97.45
2025-07-16,97.95
2025-07-17,98.44
2025-07-18,98.37
2025-07-21,99.49
2025-07-22,100.15
2025-07-23,99.85
2025-07-24,100.01
2025-07-25,99.55
2025-07-28,99.1
2025-07-29,99.3
2025-07-30,99.2
2025-07-31,99.12
2025-08-01,99.65
2025-08-04,101.04
2025-08-05,101.91
2025-08-06,101.25
2025-08-07,101.7
2025-08-08,101.7
2025-08-11,102.6
2025-08-12,103.26
2025-08-13,102.79
2025-08-14,101.91
2025-08-15,101.84
2025-08-18,101.63
2025-08-19,101.45
2025-08-20,101.26
2025-08-21,101.49
2025-08-22,101.2
2025-08-25,101.9
2025-08-26,101.65
2025-08-27,101.75
2025-08-28,101.9
2025-08-29,101.81
2025-09-01,101.71
2025-09-02,102.55
2025-09-03,103.34
2025-09-04,104.67
2025-09-05,104.75
2025-09-08,105.25
2025-09-09,106.75
2025-09-10,106.37
2025-09-11,105.4
2025-09-12,105.7
2025-09-15,105.5
2025-09-16,105.72
2025-09-17,105.45
2025-09-18,105.27
2025-09-19,105.7
2025-09-22,105.8
2025-09-23,105.69
2025-09-24,105.7
2025-09-25,105.6
2025-09-26,105.32
2025-09-29,105.3
2025-09-30,105.29
2025-10-01,103.91
2025-10-02,104.0
2025-10-03,104.04
2025-10-06,104.08
2025-10-07,104.05
2025-10-08,104.2
2025-10-09,104.91
2025-10-10,106.4
2025-10-13,107.3
2025-10-14,105.49
2025-10-15,105.68
2025-10-16,105.43
2025-10-17,104.87
2025-10-20,104.92
2025-10-21,104.94
2025-10-22,105.15
2025-10-23,105.35
2025-10-24,105.2
2025-10-27,105.66
2025-10-28,105.75
2025-10-29,105.95
2025-10-30,105.84
2025-10-31,105.83
2025-11-03,105.65
2025-11-04,104.16
2025-11-05,104.33
2025-11-06,104.81
2025-11-07,102.59
2025-11-10,103.29
2025-11-11,102.83
2025-11-12,103.73
2025-11-13,103.69
2025-11-14,103.6
2025-11-17,104.6
2025-11-18,104.5
2025-11-19,104.5
2025-11-20,104.35
2025-11-21,104.33
2025-11-24,104.65
2025-11-25,104.8
2025-11-26,104.9
2025-11-27,104.9
2025-11-28,104.84
2025-12-01,106.91
2025-12-02,107.4
2025-12-03,107.85
2025-12-04,107.9
2025-12-05,107.12
2025-12-08,106.05
2025-12-09,105.95
2025-12-10,106.54
2025-12-11,105.75
2025-12-12,106.05
2025-12-15,105.77
2025-12-16,106.25
2025-12-17,106.75
2025-12-18,107.26
2025-12-19,107.25
2025-12-22,107.22
2025-12-23,107.15
2025-12-24,107.05
2025-12-25,107.0
2025-12-26,107.15
2025-12-29,107.3
2025-12-30,107.3
2025-12-31,107.19
2026-01-02,105.55
2026-01-05,105.97
2026-01-06,106.64
2026-01-07,108.85
2026-01-08,107.85
2026-01-09,108.34
2026-01-12,108.89
2026-01-13,108.19
2026-01-14,108.0
2026-01-15,107.39
2026-01-16,106.92
2026-01-19,106.09
2026-01-20,105.79
2026-01-21,105.39
2026-01-22,105.65
2026-01-23,105.87
2026-01-26,105.62
2026-01-27,105.7
2026-01-28,105.5
2026-01-29,105.7
2026-01-30,105.62
2026-02-02,102.65
2026-02-03,101.75
2026-02-04,102.5
2026-02-05,100.9
2026-02-06,99.58
2026-02-09,100.25
2026-02-10,100.64
2026-02-11,100.29
2026-02-12,100.05
2026-02-13,98.7
2026-02-16,98.6
2026-02-17,98.35
2026-02-18,98.26
2026-02-19,98.25
2026-02-20,98.2
2026-02-23,98.46
2026-02-24,98.65
2026-02-25,99.03
2026-02-26,99.05
2026-02-27,99.06
2026-03-02,100.07
2026-03-03,99.62
2026-03-04,99.6
2026-03-05,101.01
2026-03-06,102.2
2026-03-09,103.22
2026-03-10,103.8
2026-03-11,104.1
2026-03-12,106.67
2026-03-13,106.72
2026-03-16,106.42
2026-03-17,107.1
2026-03-18,106.3
2026-03-19,106.31
2026-03-20,106.74
2026-03-23,106.7
2026-03-24,106.6
2026-03-25,105.98
2026-03-26,106.39
2026-03-27,106.35
2026-03-30,106.39
2026-03-31,106.38
2026-04-01,107.49
2026-04-02,107.67
2026-04-03,107.01
2026-04-06,107.91
2026-04-07,107.97
2026-04-08,107.15
2026-04-09,105.13
2026-04-10,105.47
2026-04-13,106.27
2026-04-14,105.33
2026-04-15,105.82
2026-04-16,106.95
2026-04-17,106.7
2026-04-20,107.28
2026-04-21,107.25
2026-04-22,107.35
2026-04-23,107.1
2026-04-24,107.15
2026-04-27,107.25
2026-04-28,107.1
2026-04-29,107.17
2026-04-30,107.18
