Date,aluminium
2026-02-04,2973.25
2026-02-05,2925.25
2026-02-06,3004.0
2026-02-09,3028.75
2026-02-10,3001.0
2026-02-11,3023.0
2026-02-12,3026.75
2026-02-13,3015.75
2026-02-17,2971.5
2026-02-18,3017.0
2026-02-19,2992.5
2026-02-20,3021.75
2026-02-23,3014.75
2026-02-24,3020.75
2026-02-25,3081.75
2026-02-26,3071.75
2026-02-27,3044.25
2026-03-02,3109.25
2026-03-03,3165.75
2026-03-04,3279.75
2026-03-05,3215.75
2026-03-06,3327.5
2026-03-09,3292.0
2026-03-10,3322.0
2026-03-11,3369.5
2026-03-12,3464.0
2026-03-13,3383.25
2026-03-16,3289.5
2026-03-17,3291.5
2026-03-18,3282.25
2026-03-19,3119.75
2026-03-20,3102.0
2026-03-23,3076.0
2026-03-24,3138.0
2026-03-25,3135.0
2026-03-26,3161.5
2026-03-27,3187.5
2026-03-30,3336.25
2026-03-31,3405.5
2026-04-01,3452.25
2026-04-02,3411.0
2026-04-06,3422.0
2026-04-07,3396.75
2026-04-08,3374.25
2026-04-09,3373.75
2026-04-10,3429.75
2026-04-13,3582.0
2026-04-14,3572.75
2026-04-15,3613.75
2026-04-16,3647.75
2026-04-17,3596.75
2026-04-20,3546.0
2026-04-21,3555.25
2026-04-22,3599.0
2026-04-23,3616.75
2026-04-24,3607.75
2026-04-27,3579.75
2026-04-28,3557.5
2026-04-29,3466.75
2026-04-30,3450.5
2026-05-01,3496.25
2026-05-04,3489.5
2026-05-05,3565.25
2026-05-06,3498.0
2026-05-07,3480.0
2026-05-08,3507.0
2026-05-11,3592.5
2026-05-12,3652.5
2026-05-13,3837.75
2026-05-14,3892.0
2026-05-15,3791.5
2026-05-18,3850.0
2026-05-19,3874.0
2026-05-20,3910.75
2026-05-21,3941.0
2026-05-22,3963.5
2026-05-26,4046.0
2026-05-27,4195.0
2026-05-28,3911.25
2026-05-29,3917.75
2026-06-01,3980.75
2026-06-02,4054.25
2026-06-03,4026.25
2026-06-04,3996.75
2026-06-05,3950.25
2026-06-08,3953.5
2026-06-09,3881.5
2026-06-10,3779.75
2026-06-11,3794.5
2026-06-12,3858.75
2026-06-15,3382.5
