Date,steel
2024-10-25,776.0262399999999
2024-10-28,782.6401
2024-10-29,781.53779
2024-10-30,772.71931
2024-10-31,788.1516499999999
2024-11-01,787.0493399999999
2024-11-04,773.8216199999999
2024-11-05,773.8216199999999
2024-11-06,778.2308599999999
2024-11-07,779.3331699999999
2024-11-08,779.3331699999999
2024-11-11,769.41238
2024-11-12,768.3100699999999
2024-11-13,755.0823499999999
2024-11-14,762.7985199999999
2024-11-15,761.69621
2024-11-18,761.69621
2024-11-19,756.1846599999999
2024-11-20,749.5708
2024-11-21,749.5708
2024-11-22,749.5708
2024-11-25,745.1615599999999
2024-11-26,746.2638699999999
2024-11-27,773.8216199999999
2024-11-29,771.617
2024-12-02,771.617
2024-12-03,760.5939
2024-12-04,756.1846599999999
2024-12-05,759.49159
2024-12-06,759.49159
2024-12-09,744.0592499999999
2024-12-10,744.0592499999999
2024-12-11,746.2638699999999
2024-12-12,744.0592499999999
2024-12-13,744.0592499999999
2024-12-16,744.0592499999999
2024-12-17,744.0592499999999
2024-12-18,749.5708
2024-12-19,748.46849
2024-12-20,748.46849
2024-12-23,752.8777299999999
2024-12-24,750.67311
2024-12-26,793.6632
2024-12-27,804.6863
2024-12-30,799.1747499999999
2024-12-31,781.53779
2025-01-02,780.43548
2025-01-03,780.43548
2025-01-06,791.45858
2025-01-07,782.6401
2025-01-08,773.8216199999999
2025-01-09,773.8216199999999
2025-01-10,776.0262399999999
2025-01-13,777.1285499999999
2025-01-14,779.3331699999999
2025-01-15,770.51469
2025-01-16,767.2077599999999
2025-01-17,766.1054499999999
2025-01-21,761.69621
2025-01-22,758.38928
2025-01-23,758.38928
2025-01-24,758.38928
2025-01-27,759.49159
2025-01-28,759.49159
2025-01-29,810.1978499999999
2025-01-30,806.8909199999999
2025-01-31,815.7094
2025-02-03,817.9140199999999
2025-02-04,810.1978499999999
2025-02-05,817.9140199999999
2025-02-06,815.7094
2025-02-07,832.2440499999999
2025-02-10,836.65329
2025-02-11,837.7556
2025-02-12,843.2671499999999
2025-02-13,845.4717699999999
2025-02-14,846.5740799999999
2025-02-18,852.0856299999999
2025-02-19,856.4948699999999
2025-02-20,858.69949
2025-02-21,857.5971799999999
2025-02-24,858.69949
2025-02-25,858.69949
2025-02-26,999.7951699999999
2025-02-27,997.5905499999999
2025-02-28,1005.3067199999999
2025-03-03,1007.5113399999999
2025-03-04,1007.5113399999999
2025-03-05,1020.7390599999999
2025-03-06,1016.3298199999999
2025-03-07,1019.6367499999999
2025-03-10,1019.6367499999999
2025-03-11,1021.8413699999999
2025-03-12,1040.58064
2025-03-13,1036.1714
2025-03-14,1035.06909
2025-03-17,1036.1714
2025-03-18,1036.1714
2025-03-19,1032.86447
2025-03-20,1033.96678
2025-03-21,1032.86447
2025-03-24,1029.55754
2025-03-25,1029.55754
2025-03-26,997.5905499999999
2025-03-27,981.0559
2025-03-28,981.0559
2025-03-31,981.0559
2025-04-01,986.5674499999999
2025-04-02,1008.6136499999999
2025-04-03,1006.4090299999999
2025-04-04,1027.3529199999998
2025-04-07,1025.1482999999998
2025-04-08,1014.1252
2025-04-09,1014.1252
2025-04-10,1025.1482999999998
2025-04-11,1033.96678
2025-04-14,1033.96678
2025-04-15,1035.06909
2025-04-16,1036.1714
2025-04-17,1036.1714
2025-04-21,1036.1714
2025-04-22,1036.1714
2025-04-23,1038.37602
2025-04-24,1040.58064
2025-04-25,1040.58064
2025-04-28,1040.58064
2025-04-29,1040.58064
2025-04-30,954.6004599999999
2025-05-01,955.7027699999999
2025-05-02,963.4189399999999
2025-05-05,964.5212499999999
2025-05-06,961.2143199999999
