dtc_row_id,dtc_order_no,ticket_row_id,ticket,true_outbound_ticket,label,truth_in_candidate,rule_score,rule_raw,rule_max_possible,rule_rank,score_gap_to_best,dtc_weight,ticket_weight,weight_abs_diff,weight_pct_diff,date_abs_days,date_signed_days,same_day,code_points,code_diff_points,desc_points,net_wt_points,net_wt_over_points,date_points,time_points,customer_points,customer_diff_points,price_points,model_probability
1,1507,307,1454,1452,0,1,0.0,-7.54,158.0,17.0,100.0,11960,22720,10760,0.8996655518394648,1,1,0.0,0.0,-40.0,0.0,0.0,-15.0,15.0,0.0,25.0,0.0,7.46,0.31272032063682154
1,1507,254,1419,1452,0,1,49.4,78.0,158.0,10.0,50.6,11960,15180,3220,0.2692307692307692,9,-9,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.13475992195804437
1,1507,309,1459,1452,0,1,51.3,81.0,158.0,3.0,48.7,11960,33560,21600,1.806020066889632,4,4,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,25.0,0.0,8.0,0.08589430203125518
1,1507,224,1408,1452,0,1,49.4,78.0,158.0,8.0,50.6,11960,12280,320,0.026755852842809364,14,-14,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.07374060082862638
1,1507,231,1418,1452,0,1,49.4,78.0,158.0,9.0,50.6,11960,19820,7860,0.657190635451505,10,-10,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.07362928610547875
1,1507,222,1406,1452,0,1,49.4,78.0,158.0,6.0,50.6,11960,15220,3260,0.2725752508361204,14,-14,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.05639964331056141
1,1507,348,1476,1452,0,1,0.0,-22.54,158.0,23.0,100.0,11960,21600,9640,0.8060200668896321,12,12,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,7.46,0.05357806376146174
1,1507,255,1421,1452,0,1,49.4,78.0,158.0,11.0,50.6,11960,28440,16480,1.3779264214046822,9,-9,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.03722913328395868
1,1507,272,1440,1452,0,1,0.0,-19.54,158.0,18.0,100.0,11960,38700,26740,2.2357859531772575,6,-6,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,7.46,0.01982569600743337
1,1507,266,1434,1452,0,1,50.2,79.37,158.0,4.0,49.8,11960,44420,32460,2.7140468227424748,6,-6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,25.0,0.0,6.37,0.01757335390262191
1,1507,273,1438,1452,0,1,50.2,79.37,158.0,5.0,49.8,11960,47660,35700,2.9849498327759196,5,-5,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,25.0,0.0,6.37,0.015173585517889367
1,1507,360,1481,1452,0,1,48.3,76.37,158.0,12.0,51.7,11960,42100,30140,2.520066889632107,13,13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,6.37,0.008406110693018188
1,1507,223,1407,1452,0,1,49.4,78.0,158.0,7.0,50.6,11960,56480,44520,3.722408026755853,14,-14,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.0007991064736666204
1,1507,221,1404,1452,0,1,20.3,32.03,158.0,13.0,79.7,11960,46440,34480,2.882943143812709,14,-14,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,-15.0,2.03,9.289460900006268e-05
2,1506,301,1451,1451,1,1,100.0,169.98,170.0,1.0,0.0,25600,25600,0,0.0,0,0,1.0,40.0,0.0,20.0,40.0,0.0,25.0,11.98,25.0,0.0,8.0,0.9887101116748717
2,1506,296,1450,1451,0,1,0.0,-15.0,158.0,17.0,100.0,25600,24820,780,0.03046875,1,-1,0.0,0.0,-40.0,0.0,0.0,-15.0,15.0,0.0,25.0,0.0,0.0,0.37241647956846574
2,1506,292,1442,1451,0,1,54.1,85.5,158.0,2.0,45.9,25600,20060,5540,0.21640625,3,-3,0.0,40.0,0.0,20.0,0.0,-15.0,7.5,0.0,25.0,0.0,8.0,0.22572017394333552
2,1506,300,1449,1451,0,1,0.0,-15.0,158.0,8.0,100.0,25600,34120,8520,0.3328125,1,-1,0.0,0.0,-40.0,0.0,0.0,-15.0,15.0,0.0,25.0,0.0,0.0,0.21273534251258713
2,1506,308,1455,1451,0,1,0.0,-20.02,158.0,15.0,100.0,25600,33020,7420,0.28984375,2,2,0.0,0.0,-40.0,0.0,0.0,-15.0,7.5,0.0,25.0,0.0,2.48,0.14476367659216505
2,1506,295,1445,1451,0,1,0.0,-20.02,158.0,16.0,100.0,25600,34040,8440,0.3296875,2,-2,0.0,0.0,-40.0,0.0,0.0,-15.0,7.5,0.0,25.0,0.0,2.48,0.12024234016486277
2,1506,270,1444,1451,0,1,0.0,-27.0,158.0,20.0,100.0,25600,18080,7520,0.29375,6,-6,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.11696455119865766
2,1506,311,1457,1451,0,1,0.0,-24.52,158.0,14.0,100.0,25600,31460,5860,0.22890625,4,4,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,2.48,0.11391153906236698
2,1506,343,1470,1451,0,1,0.0,-19.06,158.0,11.0,100.0,25600,25780,180,0.00703125,11,11,0.0,0.0,-40.0,0.0,35.94,0.0,0.0,0.0,0.0,-15.0,0.0,0.10362293463474545
2,1506,341,1468,1451,0,1,0.0,-21.89,158.0,12.0,100.0,25600,15240,10360,0.4046875,7,7,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,5.11,0.10226487694052395
2,1506,267,1435,1451,0,1,0.0,-27.0,158.0,22.0,100.0,25600,30860,5260,0.20546875,6,-6,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.07605623780126285
2,1506,264,1431,1451,0,1,0.0,-25.06,158.0,24.0,100.0,25600,8620,16980,0.66328125,7,-7,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,1.94,0.07554632276354685
2,1506,265,1432,1451,0,1,0.0,-27.0,158.0,23.0,100.0,25600,29080,3480,0.1359375,7,-7,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.07441603864330132
2,1506,346,1474,1451,0,1,0.0,-30.0,158.0,10.0,100.0,25600,27420,1820,0.07109375,11,11,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.07085340909096197
2,1506,258,1424,1451,0,1,0.0,-27.52,158.0,26.0,100.0,25600,28020,2420,0.09453125,8,-8,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,2.48,0.05202418411299162
2,1506,359,1480,1451,0,1,0.0,-30.0,158.0,28.0,100.0,25600,27160,1560,0.0609375,13,13,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.04623408168570403
2,1506,271,1439,1451,0,1,0.0,-24.52,158.0,19.0,100.0,25600,34680,9080,0.3546875,6,-6,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,2.48,0.04611561836119471
2,1506,263,1430,1451,0,1,0.0,-24.52,158.0,25.0,100.0,25600,32200,6600,0.2578125,7,-7,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,2.48,0.04607791273889701
2,1506,269,1437,1451,0,1,0.0,-24.52,158.0,21.0,100.0,25600,34780,9180,0.35859375,6,-6,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,2.48,0.044794761763281045
2,1506,312,1463,1451,0,1,0.0,-27.0,158.0,13.0,100.0,25600,44640,19040,0.74375,5,5,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.03237470491797687
2,1506,228,1411,1451,0,1,0.0,-30.0,158.0,18.0,100.0,25600,27840,2240,0.0875,13,-13,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.025768733827266646
2,1506,230,1413,1451,0,1,0.0,-30.0,158.0,27.0,100.0,25600,27180,1580,0.06171875,13,-13,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.025233810932418017
2,1506,345,1473,1451,0,1,49.4,78.0,158.0,6.0,50.6,25600,36740,11140,0.43515625,11,11,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.02194947512970642
2,1506,347,1475,1451,0,1,0.0,-27.52,158.0,9.0,100.0,25600,36360,10760,0.4203125,12,12,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,2.48,0.0217021735889846
2,1506,227,1410,1451,0,1,0.0,-25.96,158.0,7.0,100.0,25600,32820,7220,0.28203125,13,-13,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,4.04,0.013269558950253543
2,1506,335,1467,1451,0,1,51.3,81.0,158.0,3.0,48.7,25600,53840,28240,1.103125,6,6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,25.0,0.0,8.0,0.00953087635143032
2,1506,259,1427,1451,0,1,49.4,78.0,158.0,5.0,50.6,25600,46900,21300,0.83203125,8,-8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.008284269399517336
2,1506,229,1412,1451,0,1,49.4,78.0,158.0,4.0,50.6,25600,44380,18780,0.73359375,13,-13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.0040437127094185765
3,1501,300,1449,1449,1,1,100.0,169.99,170.0,1.0,0.0,34120,34120,0,0.0,0,0,1.0,40.0,0.0,20.0,40.0,0.0,25.0,11.99,25.0,0.0,8.0,0.9750241938703088
3,1501,295,1445,1449,0,1,25.3,40.0,158.0,8.0,74.7,34120,34040,80,0.0023446658851113715,1,-1,0.0,0.0,-40.0,0.0,40.0,0.0,15.0,0.0,25.0,0.0,0.0,0.9373869828449781
3,1501,271,1439,1449,0,1,3.3,5.17,158.0,11.0,96.7,34120,34680,560,0.016412661195779603,5,-5,0.0,0.0,-40.0,0.0,17.17,0.0,3.0,0.0,25.0,0.0,0.0,0.3482955970293447
3,1501,269,1437,1449,0,1,0.0,-0.69,158.0,22.0,100.0,34120,34780,660,0.019343493552168817,5,-5,0.0,0.0,-40.0,0.0,11.31,0.0,3.0,0.0,25.0,0.0,0.0,0.23004866396411525
3,1501,296,1450,1449,0,1,63.0,107.14,170.0,2.0,37.0,34120,24820,9300,0.27256740914419697,0,0,1.0,40.0,0.0,20.0,0.0,-15.0,25.0,4.14,25.0,0.0,8.0,0.22878580798744494
3,1501,301,1451,1449,0,1,0.0,-15.0,158.0,18.0,100.0,34120,25600,8520,0.24970691676436108,1,1,0.0,0.0,-40.0,0.0,0.0,-15.0,15.0,0.0,25.0,0.0,0.0,0.2001623076083387
3,1501,308,1455,1449,0,1,0.0,-22.5,158.0,17.0,100.0,34120,33020,1100,0.03223915592028136,3,3,0.0,0.0,-40.0,0.0,0.0,-15.0,7.5,0.0,25.0,0.0,0.0,0.13808610440636018
3,1501,292,1442,1449,0,1,0.0,-22.5,158.0,19.0,100.0,34120,20060,14060,0.41207502930832357,2,-2,0.0,0.0,-40.0,0.0,0.0,-15.0,7.5,0.0,25.0,0.0,0.0,0.12388223754111448
3,1501,311,1457,1449,0,1,0.0,-27.0,158.0,15.0,100.0,34120,31460,2660,0.0779601406799531,5,5,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.09299864928471836
3,1501,267,1435,1449,0,1,0.0,-25.08,158.0,23.0,100.0,34120,30860,3260,0.0955451348182884,5,-5,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,1.92,0.06082683009662465
3,1501,263,1430,1449,0,1,0.0,-27.0,158.0,25.0,100.0,34120,32200,1920,0.05627198124267292,6,-6,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.05668679847537258
3,1501,265,1432,1449,0,1,51.3,81.0,158.0,3.0,48.7,34120,29080,5040,0.1477139507620164,6,-6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,25.0,0.0,8.0,0.05372576153395699
3,1501,341,1468,1449,0,1,0.0,-30.0,158.0,13.0,100.0,34120,15240,18880,0.5533411488862837,8,8,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.04733378107585163
3,1501,270,1444,1449,0,1,0.0,-22.84,158.0,21.0,100.0,34120,18080,16040,0.47010550996483,5,-5,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,4.16,0.046501520655605935
3,1501,258,1424,1449,0,1,0.0,-27.0,158.0,27.0,100.0,34120,28020,6100,0.17878077373974208,7,-7,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.0438870410002656
3,1501,264,1431,1449,0,1,0.0,-26.97,158.0,24.0,100.0,34120,8620,25500,0.7473622508792497,6,-6,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.03,0.043544582922720974
3,1501,309,1459,1449,0,1,0.0,-32.46,158.0,16.0,100.0,34120,33560,560,0.016412661195779603,5,5,0.0,0.0,-40.0,0.0,17.17,0.0,3.0,0.0,0.0,-15.0,2.37,0.034267778271812696
3,1501,312,1463,1449,0,1,51.3,81.0,158.0,4.0,48.7,34120,44640,10520,0.3083235638921454,6,6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,25.0,0.0,8.0,0.026130863948400945
3,1501,345,1473,1449,0,1,0.0,-30.0,158.0,12.0,100.0,34120,36740,2620,0.07678780773739742,12,12,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.025701331081706778
3,1501,346,1474,1449,0,1,49.4,78.0,158.0,7.0,50.6,34120,27420,6700,0.19636576787807739,12,12,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.024422578086437757
3,1501,347,1475,1449,0,1,0.0,-30.0,158.0,30.0,100.0,34120,36360,2240,0.06565064478311841,13,13,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.01934283788474151
3,1501,227,1410,1449,0,1,0.0,-30.0,158.0,29.0,100.0,34120,32820,1300,0.038100820633059786,12,-12,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.015746534263928805
3,1501,230,1413,1449,0,1,49.4,78.0,158.0,5.0,50.6,34120,27180,6940,0.2033997655334115,12,-12,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.013970014126777053
3,1501,228,1411,1449,0,1,49.4,78.0,158.0,6.0,50.6,34120,27840,6280,0.18405627198124266,12,-12,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.013942130539760495
3,1501,259,1427,1449,0,1,0.0,-27.0,158.0,26.0,100.0,34120,46900,12780,0.3745603751465416,7,-7,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.013047099450513338
3,1501,219,1399,1449,0,1,0.0,-30.0,158.0,20.0,100.0,34120,29180,4940,0.1447831184056272,14,-14,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.011133256350702544
3,1501,335,1467,1449,0,1,0.0,-27.0,158.0,14.0,100.0,34120,53840,19720,0.5779601406799532,7,7,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.010097821971244685
3,1501,229,1412,1449,0,1,0.0,-30.0,158.0,28.0,100.0,34120,44380,10260,0.3007033997655334,12,-12,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.005617668759972493
3,1501,336,1466,1449,0,1,21.0,33.22,158.0,9.0,79.0,34120,31900,2220,0.06506447831184056,7,7,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,-15.0,0.22,0.0030030705003158127
3,1501,218,1398,1449,0,1,19.1,30.22,158.0,10.0,80.9,34120,42100,7980,0.23388042203985931,14,-14,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,-15.0,0.22,0.00020266166819474514
4,1502,296,1450,1450,1,1,100.0,169.99,170.0,1.0,0.0,24820,24820,0,0.0,0,0,1.0,40.0,0.0,20.0,40.0,0.0,25.0,11.99,25.0,0.0,8.0,0.989513602930075
4,1502,301,1451,1450,0,1,0.0,-15.0,158.0,16.0,100.0,24820,25600,780,0.031426269137792104,1,1,0.0,0.0,-40.0,0.0,0.0,-15.0,15.0,0.0,25.0,0.0,0.0,0.3868416032711546
4,1502,292,1442,1450,0,1,0.0,-22.5,158.0,18.0,100.0,24820,20060,4760,0.1917808219178082,2,-2,0.0,0.0,-40.0,0.0,0.0,-15.0,7.5,0.0,25.0,0.0,0.0,0.2786329776449354
4,1502,300,1449,1450,0,1,63.0,107.16,170.0,2.0,37.0,24820,34120,9300,0.37469782433521354,0,0,1.0,40.0,0.0,20.0,0.0,-15.0,25.0,4.16,25.0,0.0,8.0,0.2339276178089878
4,1502,295,1445,1450,0,1,0.0,-15.0,158.0,10.0,100.0,24820,34040,9220,0.3714746172441579,1,-1,0.0,0.0,-40.0,0.0,0.0,-15.0,15.0,0.0,25.0,0.0,0.0,0.20958531444993894
4,1502,308,1455,1450,0,1,0.0,-22.5,158.0,15.0,100.0,24820,33020,8200,0.330378726833199,3,3,0.0,0.0,-40.0,0.0,0.0,-15.0,7.5,0.0,25.0,0.0,0.0,0.1457363317436265
4,1502,341,1468,1450,0,1,0.0,-30.0,158.0,12.0,100.0,24820,15240,9580,0.3859790491539081,8,8,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.119469811959072
4,1502,270,1444,1450,0,1,0.0,-22.84,158.0,20.0,100.0,24820,18080,6740,0.2715551974214343,5,-5,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,4.16,0.11754623865098383
4,1502,311,1457,1450,0,1,0.0,-27.0,158.0,14.0,100.0,24820,31460,6640,0.26752618855761484,5,5,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.11470594008231397
4,1502,264,1431,1450,0,1,0.0,-26.97,158.0,23.0,100.0,24820,8620,16200,0.6526994359387591,6,-6,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.03,0.11053074013624054
4,1502,265,1432,1450,0,1,51.3,81.0,158.0,4.0,48.7,24820,29080,4260,0.1716357775987107,6,-6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,25.0,0.0,8.0,0.08484771333400684
4,1502,267,1435,1450,0,1,0.0,-25.08,158.0,22.0,100.0,24820,30860,6040,0.24335213537469783,5,-5,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,1.92,0.08067078426605531
4,1502,258,1424,1450,0,1,0.0,-27.0,158.0,26.0,100.0,24820,28020,3200,0.128928283642224,7,-7,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.07960770851255194
4,1502,271,1439,1450,0,1,0.0,-27.0,158.0,17.0,100.0,24820,34680,9860,0.3972602739726027,5,-5,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.06580812494896464
4,1502,263,1430,1450,0,1,0.0,-27.0,158.0,24.0,100.0,24820,32200,7380,0.29734085414987915,6,-6,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.06514369536657758
4,1502,269,1437,1450,0,1,0.0,-27.0,158.0,21.0,100.0,24820,34780,9960,0.40128928283642223,5,-5,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.06277156794652874
4,1502,346,1474,1450,0,1,49.4,78.0,158.0,5.0,50.6,24820,27420,2600,0.10475423045930701,12,12,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.04860315800877996
4,1502,230,1413,1450,0,1,49.4,78.0,158.0,7.0,50.6,24820,27180,2360,0.09508460918614021,12,-12,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.02776823990488888
4,1502,228,1411,1450,0,1,49.4,78.0,158.0,6.0,50.6,24820,27840,3020,0.12167606768734891,12,-12,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,25.0,0.0,8.0,0.026228106878200784
4,1502,312,1463,1450,0,1,51.3,81.0,158.0,3.0,48.7,24820,44640,19820,0.798549556809025,6,6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,25.0,0.0,8.0,0.024272406321836935
4,1502,345,1473,1450,0,1,0.0,-30.0,158.0,11.0,100.0,24820,36740,11920,0.4802578565672844,12,12,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.02388553225181549
4,1502,219,1399,1450,0,1,0.0,-30.0,158.0,19.0,100.0,24820,29180,4360,0.17566478646253023,14,-14,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.01820315817097671
4,1502,347,1475,1450,0,1,0.0,-30.0,158.0,29.0,100.0,24820,36360,11540,0.4649476228847704,13,13,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.01796845014530142
4,1502,227,1410,1450,0,1,0.0,-30.0,158.0,28.0,100.0,24820,32820,8000,0.32232070910556004,12,-12,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.01696959837547461
4,1502,259,1427,1450,0,1,0.0,-27.0,158.0,25.0,100.0,24820,46900,22080,0.8896051571313457,7,-7,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.012105718113330709
4,1502,335,1467,1450,0,1,0.0,-27.0,158.0,13.0,100.0,24820,53840,29020,1.169218372280419,7,7,0.0,0.0,-40.0,0.0,0.0,-15.0,3.0,0.0,25.0,0.0,0.0,0.009362722773385767
4,1502,229,1412,1450,0,1,0.0,-30.0,158.0,27.0,100.0,24820,44380,19560,0.7880741337630943,12,-12,0.0,0.0,-40.0,0.0,0.0,-15.0,0.0,0.0,25.0,0.0,0.0,0.00521042226329095
4,1502,336,1466,1450,0,1,21.0,33.22,158.0,8.0,79.0,24820,31900,7080,0.2852538275584206,7,7,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,-15.0,0.22,0.003603615047884919
4,1502,218,1398,1450,0,1,19.1,30.22,158.0,9.0,80.9,24820,42100,17280,0.6962127316680097,14,-14,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,-15.0,0.22,0.00018792567805987057
5,1494,293,1443,1443,1,1,100.0,169.99,170.0,1.0,0.0,14240,14240,0,0.0,0,0,1.0,40.0,0.0,20.0,40.0,0.0,25.0,11.99,25.0,0.0,8.0,0.9961321761029737
5,1494,302,1452,1443,0,1,54.1,85.5,158.0,2.0,45.9,14240,11960,2280,0.1601123595505618,3,3,0.0,40.0,0.0,20.0,0.0,-15.0,7.5,0.0,25.0,0.0,8.0,0.5078176887631457
5,1494,303,1460,1443,0,1,0.0,-22.5,158.0,14.0,100.0,14240,618,13622,0.9566011235955056,3,3,0.0,0.0,-40.0,0.0,0.0,-15.0,7.5,0.0,25.0,0.0,0.0,0.48255645375075323
5,1494,304,1460,1443,0,1,0.0,-22.5,158.0,15.0,100.0,14240,1132,13108,0.9205056179775281,3,3,0.0,0.0,-40.0,0.0,0.0,-15.0,7.5,0.0,25.0,0.0,0.0,0.4816423878881837
5,1494,306,1460,1443,0,1,0.0,-22.5,158.0,17.0,100.0,14240,668,13572,0.9530898876404494,3,3,0.0,0.0,-40.0,0.0,0.0,-15.0,7.5,0.0,25.0,0.0,0.0,0.47520890695000506
5,1494,305,1460,1443,0,1,0.0,-18.84,158.0,16.0,100.0,14240,1140,13100,0.9199438202247191,3,3,0.0,0.0,-40.0,0.0,0.0,-15.0,7.5,0.0,25.0,0.0,3.66,0.41903957792729424
5,1494,235,1416,1443,0,1,0.0,-12.0,158.0,19.0,100.0,14240,14208,32,0.0022471910112359553,7,-7,0.0,0.0,-40.0,0.0,40.0,0.0,3.0,0.0,0.0,-15.0,0.0,0.3701738042836448
5,1494,254,1419,1443,0,1,51.3,81.0,158.0,7.0,48.7,14240,15180,940,0.06601123595505617,6,-6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,25.0,0.0,8.0,0.2574976914963039
