dtc_row_id,dtc_order_no,ticket_row_id,ticket,pseudo_label,pseudo_labeled_order,pseudo_label_reason,pseudo_margin,rule_score,rule_raw,rule_max_possible,rule_rank,score_gap_to_best,dtc_weight,ticket_weight,weight_abs_diff,weight_pct_diff,date_abs_days,date_signed_days,same_day,code_points,code_diff_points,desc_points,net_wt_points,net_wt_over_points,date_points,time_points,price_points,model_probability
1,1507,1099,17869,0,1,,50.900000000000006,36.1,48.0,133.0,12.0,54.300000000000004,11960,798,11162,0.9332775919732441,4,4,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.005399888043534324
1,1507,1100,17869,0,1,,50.900000000000006,36.1,48.0,133.0,13.0,54.300000000000004,11960,715,11245,0.9402173913043478,4,4,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.005357452648464103
1,1507,1101,17869,0,1,,50.900000000000006,36.1,48.0,133.0,14.0,54.300000000000004,11960,519,11441,0.9566053511705686,4,4,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.005299902728575574
1,1507,1102,17869,0,1,,50.900000000000006,36.1,48.0,133.0,15.0,54.300000000000004,11960,500,11460,0.9581939799331104,4,4,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.005266923385066974
1,1507,1119,18057,0,1,,50.900000000000006,36.1,48.0,133.0,18.0,54.300000000000004,11960,23660,11700,0.9782608695652174,5,5,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.004998233650055561
1,1507,1192,18048,0,1,,50.900000000000006,36.1,48.0,133.0,19.0,54.300000000000004,11960,27360,15400,1.2876254180602007,7,7,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.004244174488857861
1,1507,1077,17888,0,1,,50.900000000000006,36.1,48.0,133.0,20.0,54.300000000000004,11960,33560,21600,1.806020066889632,4,4,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.003960311908176726
1,1507,941,17329,0,1,,50.900000000000006,33.8,45.0,133.0,42.0,56.60000000000001,11960,8600,3360,0.2809364548494983,8,-8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0035863197013932097
1,1507,1242,18064,0,1,,50.900000000000006,33.8,45.0,133.0,21.0,56.60000000000001,11960,1189,10771,0.9005852842809364,8,8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.003532110381847407
1,1507,925,17303,0,1,,50.900000000000006,33.8,45.0,133.0,40.0,56.60000000000001,11960,15180,3220,0.2692307692307692,9,-9,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0035059686023477107
1,1507,1243,18064,0,1,,50.900000000000006,33.8,45.0,133.0,22.0,56.60000000000001,11960,805,11155,0.9326923076923077,8,8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0034771919823658546
1,1507,1244,18064,0,1,,50.900000000000006,33.8,45.0,133.0,23.0,56.60000000000001,11960,634,11326,0.946989966555184,8,8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.003441989593872251
1,1507,943,17341,0,1,,50.900000000000006,33.8,45.0,133.0,43.0,56.60000000000001,11960,17080,5120,0.4280936454849498,8,-8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.003411457134523801
1,1507,1245,18064,0,1,,50.900000000000006,33.8,45.0,133.0,24.0,56.60000000000001,11960,509,11451,0.9574414715719064,8,8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0034111888531915217
1,1507,1246,18064,0,1,,50.900000000000006,33.8,45.0,133.0,25.0,56.60000000000001,11960,379,11581,0.9683110367892976,8,8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0033802266563601677
1,1507,861,17189,0,1,,50.900000000000006,33.8,45.0,133.0,28.0,56.60000000000001,11960,12280,320,0.026755852842809364,14,-14,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.003336918595376451
1,1507,921,17276,0,1,,50.900000000000006,33.8,45.0,133.0,29.0,56.60000000000001,11960,4760,7200,0.6020066889632107,10,-10,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.003240971835737351
1,1507,918,17284,0,1,,50.900000000000006,33.8,45.0,133.0,37.0,56.60000000000001,11960,19820,7860,0.657190635451505,10,-10,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0030481604290887813
1,1507,1254,18176,0,1,,50.900000000000006,33.8,45.0,133.0,48.0,56.60000000000001,11960,19540,7580,0.6337792642140468,11,11,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0029901134579677292
1,1507,951,17350,0,1,,50.900000000000006,33.8,45.0,133.0,39.0,56.60000000000001,11960,75,11885,0.9937290969899666,8,-8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0029282724135752778
1,1507,947,17350,0,1,,50.900000000000006,33.8,45.0,133.0,44.0,56.60000000000001,11960,204,11756,0.982943143812709,8,-8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.002854538280411343
1,1507,1247,18083,0,1,,50.900000000000006,33.8,45.0,133.0,26.0,56.60000000000001,11960,30160,18200,1.5217391304347827,8,8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.002844963212067122
1,1507,948,17350,0,1,,50.900000000000006,33.8,45.0,133.0,45.0,56.60000000000001,11960,139,11821,0.9883779264214047,8,-8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.002833365165177153
1,1507,949,17350,0,1,,50.900000000000006,33.8,45.0,133.0,46.0,56.60000000000001,11960,138,11822,0.9884615384615385,8,-8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.002816999576627186
1,1507,950,17350,0,1,,50.900000000000006,33.8,45.0,133.0,47.0,56.60000000000001,11960,82,11878,0.9931438127090301,8,-8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0027967539266794345
1,1507,863,17281,0,1,,50.900000000000006,33.8,45.0,133.0,30.0,56.60000000000001,11960,333,11627,0.9721571906354515,13,-13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0025602679310536237
1,1507,914,17239,0,1,,50.900000000000006,33.8,45.0,133.0,35.0,56.60000000000001,11960,1184,10776,0.9010033444816054,13,-13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.002542751029417173
1,1507,882,17281,0,1,,50.900000000000006,33.8,45.0,133.0,32.0,56.60000000000001,11960,427,11533,0.9642976588628762,13,-13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0025370510331768565
1,1507,864,17281,0,1,,50.900000000000006,33.8,45.0,133.0,31.0,56.60000000000001,11960,95,11865,0.992056856187291,13,-13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0025299432635190566
1,1507,900,17239,0,1,,50.900000000000006,33.8,45.0,133.0,33.0,56.60000000000001,11960,209,11751,0.9825250836120402,13,-13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0025082959360977035
1,1507,909,17239,0,1,,50.900000000000006,33.8,45.0,133.0,34.0,56.60000000000001,11960,125,11835,0.9895484949832776,13,-13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0024884631923609768
1,1507,939,17323,0,1,,50.900000000000006,33.8,45.0,133.0,41.0,56.60000000000001,11960,28440,16480,1.3779264214046822,9,-9,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0024830083845675936
1,1507,915,17239,0,1,,50.900000000000006,33.8,45.0,133.0,36.0,56.60000000000001,11960,271,11689,0.9773411371237458,13,-13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0024692098161689406
1,1507,922,17277,0,1,,50.900000000000006,33.8,45.0,133.0,38.0,56.60000000000001,11960,29980,18020,1.5066889632107023,10,-10,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0023367768746498795
1,1507,860,17188,0,1,,50.900000000000006,33.8,45.0,133.0,27.0,56.60000000000001,11960,56480,44520,3.722408026755853,14,-14,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0010821630720934308
2,1506,1044,17718,1,1,top_clean_score_margin_weight_date,50.900000000000006,90.4,131.03,145.0,1.0,0.0,25600,25600,0,0.0,0,0,1.0,40.0,0.0,20.0,40.0,0.0,25.0,6.03,0.0,0.9901524106963213
2,1506,1013,17548,0,1,,50.900000000000006,39.5,52.5,133.0,2.0,50.900000000000006,25600,20060,5540,0.21640625,3,-3,0.0,40.0,0.0,20.0,0.0,-15.0,7.5,0.0,0.0,0.008992072804312015
2,1506,1151,18012,0,1,,50.900000000000006,36.1,48.0,133.0,3.0,54.300000000000004,25600,53840,28240,1.103125,6,6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.003806520138661371
2,1506,1255,18184,0,1,,50.900000000000006,33.8,45.0,133.0,6.0,56.60000000000001,25600,36740,11140,0.43515625,11,11,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0033428841177483314
2,1506,940,17371,0,1,,50.900000000000006,33.8,45.0,133.0,5.0,56.60000000000001,25600,46900,21300,0.83203125,8,-8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0029244020585411502
2,1506,891,17223,0,1,,50.900000000000006,33.8,45.0,133.0,4.0,56.60000000000001,25600,44380,18780,0.73359375,13,-13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.002535900921791505
3,1501,1036,17679,1,1,top_clean_score_margin_weight_date,17.099999999999994,92.3,133.85,145.0,1.0,0.0,34120,34120,0,0.0,0,0,1.0,40.0,0.0,20.0,40.0,0.0,25.0,6.03,2.82,0.9904713367967755
3,1501,924,17293,0,1,,17.099999999999994,75.2,100.0,133.0,2.0,17.099999999999994,34120,33960,160,0.004689331770222743,8,-8,0.0,40.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.7390583423569071
3,1501,1021,17564,0,1,,17.099999999999994,74.6,99.21,133.0,3.0,17.700000000000003,34120,33680,440,0.012895662368112544,1,-1,0.0,40.0,0.0,20.0,24.21,0.0,15.0,0.0,0.0,0.684550305239658
3,1501,1031,17682,0,1,,17.099999999999994,56.6,82.06,145.0,4.0,35.699999999999996,34120,24820,9300,0.27256740914419697,0,0,1.0,40.0,0.0,20.0,0.0,-15.0,25.0,10.14,1.92,0.16535437807815925
3,1501,1037,17687,0,1,,17.099999999999994,45.1,60.0,133.0,5.0,47.199999999999996,34120,15760,18360,0.5381008206330598,1,1,0.0,40.0,0.0,20.0,0.0,-15.0,15.0,0.0,0.0,0.012946443777198384
3,1501,1008,17498,0,1,,17.099999999999994,43.3,57.55,133.0,6.0,49.0,34120,760,33360,0.977725674091442,2,-2,0.0,40.0,0.0,20.0,0.0,-15.0,7.5,0.0,5.05,0.0071008227747881925
3,1501,984,17409,0,1,,17.099999999999994,38.2,50.82,133.0,9.0,54.099999999999994,34120,29080,5040,0.1477139507620164,6,-6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,2.82,0.005596799864077899
3,1501,1105,17964,0,1,,17.099999999999994,38.2,50.82,133.0,7.0,54.099999999999994,34120,44640,10520,0.3083235638921454,6,6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,2.82,0.005413062811005927
3,1501,968,17385,0,1,,17.099999999999994,36.1,48.0,133.0,17.0,56.199999999999996,34120,27020,7100,0.20808909730363423,6,-6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.00432558073404082
3,1501,1117,17919,0,1,,17.099999999999994,36.1,48.0,133.0,18.0,56.199999999999996,34120,22440,11680,0.34232121922626024,6,6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.004161843716806372
3,1501,982,17401,0,1,,17.099999999999994,38.2,50.82,133.0,8.0,54.099999999999994,34120,1000,33120,0.9706916764361079,6,-6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,2.82,0.0035761809131043434
3,1501,1256,18185,0,1,,17.099999999999994,36.0,47.82,133.0,21.0,56.3,34120,27420,6700,0.19636576787807739,12,12,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,2.82,0.003410875345424146
